14	15	16	17	18	19	20	21	22	23	5	24	25	26	27	28	29	30	31	32	6	33	7	8	9	10	11	12	13
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkYellow	Hat	DarkGray	DarkPurple	DarkGray	DarkYellow	DarkYellow	LightBlue	DarkGreen	UpArrow	Sawblade	DarkGray	Spike	Spike	DarkGray	LightGray	Hourglass	LightRed	Nail	DarkTurquiose	LightTurquiose	Hat	Diamond	Hourglass	LightYellow	LightBlue	DarkGray	Spike	Sawblade
DarkYellow	Hat	DarkGray	DarkPurple	DarkGray	DarkYellow	DarkYellow	LightBlue	DarkGreen	UpArrow	Sawblade	DarkGray	Spike	Spike	DarkGray	LightGray	Hourglass	LightRed	Nail	DarkTurquiose	LightTurquiose	Hat	Diamond	Hourglass	LightYellow	LightBlue	DarkGray	Spike	Sawblade
DarkYellow	Hat	DarkGray	DarkPurple	DarkGray	DarkYellow	DarkYellow	LightBlue	DarkGreen	UpArrow	Sawblade	DarkGray	Spike	Spike	DarkGray	LightGray	Hourglass	LightRed	Nail	DarkTurquiose	LightTurquiose	Hat	Diamond	Hourglass	LightYellow	LightBlue	DarkGray	Spike	Sawblade
DarkYellow_Choice	Hat_Choice	DarkGray_Choice	DarkPurple_Choice	DarkGray_Choice	DarkYellow_Choice	DarkYellow_Choice	LightBlue_Choice	DarkGreen_Choice	UpArrow_Choice	Sawblade_Choice	DarkGray_Choice	Spike_Choice	Spike_Choice	DarkGray_Choice	LightGray_Choice	Hourglass_Choice	LightRed_Choice	Nail_Choice	DarkTurquiose_Choice	LightTurquiose_Choice	Hat_Choice	Diamond_Choice	Hourglass_Choice	LightYellow_Choice	LightBlue_Choice	DarkGray_Choice	Spike_Choice	Sawblade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGray	DarkGray	Spade	UpArrow	Puzzle	Bar	Lock	Lock	DarkGreen	UpArrow	Sawblade	Spike	Sawblade	Sawblade	DarkRed	Sawblade	DarkBlue	Hourglass	Nail	DarkYellow	Spike	DarkTurquiose	LightRed	Hourglass	Sawblade	LightGreen	DarkYellow	LightBlue	UpArrow
DarkGray	DarkGray	Spade	UpArrow	Puzzle	Bar	Lock	Lock	DarkGreen	UpArrow	Sawblade	Spike	Sawblade	Sawblade	DarkRed	Sawblade	DarkBlue	Hourglass	Nail	DarkYellow	Spike	DarkTurquiose	LightRed	Hourglass	Sawblade	LightGreen	DarkYellow	LightBlue	UpArrow
DarkGray	DarkGray	Spade	UpArrow	Puzzle	Bar	Lock	Lock	DarkGreen	UpArrow	Sawblade	Spike	Sawblade	Sawblade	DarkRed	Sawblade	DarkBlue	Hourglass	Nail	DarkYellow	Spike	DarkTurquiose	LightRed	Hourglass	Sawblade	LightGreen	DarkYellow	LightBlue	UpArrow
DarkGray_Choice	DarkGray_Choice	Spade_Choice	UpArrow_Choice	Puzzle_Choice	Bar_Choice	Lock_Choice	Lock_Choice	DarkGreen_Choice	UpArrow_Choice	Sawblade_Choice	Spike_Choice	Sawblade_Choice	Sawblade_Choice	DarkRed_Choice	Sawblade_Choice	DarkBlue_Choice	Hourglass_Choice	Nail_Choice	DarkYellow_Choice	Spike_Choice	DarkTurquiose_Choice	LightRed_Choice	Hourglass_Choice	Sawblade_Choice	LightGreen_Choice	DarkYellow_Choice	LightBlue_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	UpArrow	DarkGray	DarkRed	Spade	Sawblade	LightBlue	Bar	Bar	DarkRed	LightTurquiose	Spike	UpArrow	UpArrow	DarkYellow	DarkBlue	Hourglass	Sawblade	LightGray	DarkRed	DarkYellow	UpArrow	LightGreen	Diamond	Diamond	Sawblade	Hat	DarkGray	DarkRed
UpArrow	UpArrow	DarkGray	DarkRed	Spade	Sawblade	LightBlue	Bar	Bar	DarkRed	LightTurquiose	Spike	UpArrow	UpArrow	DarkYellow	DarkBlue	Hourglass	Sawblade	LightGray	DarkRed	DarkYellow	UpArrow	LightGreen	Diamond	Diamond	Sawblade	Hat	DarkGray	DarkRed
UpArrow	UpArrow	DarkGray	DarkRed	Spade	Sawblade	LightBlue	Bar	Bar	DarkRed	LightTurquiose	Spike	UpArrow	UpArrow	DarkYellow	DarkBlue	Hourglass	Sawblade	LightGray	DarkRed	DarkYellow	UpArrow	LightGreen	Diamond	Diamond	Sawblade	Hat	DarkGray	DarkRed
UpArrow_Choice	UpArrow_Choice	DarkGray_Choice	DarkRed_Choice	Spade_Choice	Sawblade_Choice	LightBlue_Choice	Bar_Choice	Bar_Choice	DarkRed_Choice	LightTurquiose_Choice	Spike_Choice	UpArrow_Choice	UpArrow_Choice	DarkYellow_Choice	DarkBlue_Choice	Hourglass_Choice	Sawblade_Choice	LightGray_Choice	DarkRed_Choice	DarkYellow_Choice	UpArrow_Choice	LightGreen_Choice	Diamond_Choice	Diamond_Choice	Sawblade_Choice	Hat_Choice	DarkGray_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkYellow	UpArrow	DarkGray	UpArrow	Spade	Spike	LightBlue	Lock	DarkGreen	LightBlue	Spade	UpArrow	DarkGray	DarkGray	Hat	LightBlue	LightRed	Sawblade	LightBlue	DarkYellow	LightTurquiose	UpArrow	LightYellow	LightBlue	Lock	LightGreen	LightBlue	Spike	DarkRed
DarkYellow	UpArrow	DarkGray	UpArrow	Spade	Spike	LightBlue	Lock	DarkGreen	LightBlue	Spade	UpArrow	DarkGray	DarkGray	Hat	LightBlue	LightRed	Sawblade	LightBlue	DarkYellow	LightTurquiose	UpArrow	LightYellow	LightBlue	Lock	LightGreen	LightBlue	Spike	DarkRed
DarkYellow	UpArrow	DarkGray	UpArrow	Spade	Spike	LightBlue	Lock	DarkGreen	LightBlue	Spade	UpArrow	DarkGray	DarkGray	Hat	LightBlue	LightRed	Sawblade	LightBlue	DarkYellow	LightTurquiose	UpArrow	LightYellow	LightBlue	Lock	LightGreen	LightBlue	Spike	DarkRed
DarkYellow_Choice	UpArrow_Choice	DarkGray_Choice	UpArrow_Choice	Spade_Choice	Spike_Choice	LightBlue_Choice	Lock_Choice	DarkGreen_Choice	LightBlue_Choice	Spade_Choice	UpArrow_Choice	DarkGray_Choice	DarkGray_Choice	Hat_Choice	LightBlue_Choice	LightRed_Choice	Sawblade_Choice	LightBlue_Choice	DarkYellow_Choice	LightTurquiose_Choice	UpArrow_Choice	LightYellow_Choice	LightBlue_Choice	Lock_Choice	LightGreen_Choice	LightBlue_Choice	Spike_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade	Hat	Hat	DarkGray	Puzzle	LightGreen	LightGreen	Sawblade	LightGreen	Hat	LightTurquiose	Hat	Sawblade	Sawblade	DarkRed	Hourglass	Nail	Nail	DarkBlue	DarkGray	UpArrow	DarkRed	LightRed	LightBlue	Diamond	Diamond	Spike	Sawblade	Sawblade
Sawblade	Hat	Hat	DarkGray	Puzzle	LightGreen	LightGreen	Sawblade	LightGreen	Hat	LightTurquiose	Hat	Sawblade	Sawblade	DarkRed	Hourglass	Nail	Nail	DarkBlue	DarkGray	UpArrow	DarkRed	LightRed	LightBlue	Diamond	Diamond	Spike	Sawblade	Sawblade
Sawblade	Hat	Hat	DarkGray	Puzzle	LightGreen	LightGreen	Sawblade	LightGreen	Hat	LightTurquiose	Hat	Sawblade	Sawblade	DarkRed	Hourglass	Nail	Nail	DarkBlue	DarkGray	UpArrow	DarkRed	LightRed	LightBlue	Diamond	Diamond	Spike	Sawblade	Sawblade
Sawblade_Choice	Hat_Choice	Hat_Choice	DarkGray_Choice	Puzzle_Choice	LightGreen_Choice	LightGreen_Choice	Sawblade_Choice	LightGreen_Choice	Hat_Choice	LightTurquiose_Choice	Hat_Choice	Sawblade_Choice	Sawblade_Choice	DarkRed_Choice	Hourglass_Choice	Nail_Choice	Nail_Choice	DarkBlue_Choice	DarkGray_Choice	UpArrow_Choice	DarkRed_Choice	LightRed_Choice	LightBlue_Choice	Diamond_Choice	Diamond_Choice	Spike_Choice	Sawblade_Choice	Sawblade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
