13	14	15	16	17	18	19	20	21	22	4	23	24	25	26	27	28	29	30	31	5	6	7	8	9	10	11	12
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Bar	Hat	Bar	Bar	LightPurple	DarkRed	Spade	Bar	Hat	Diamond	Spade	UpArrow	LightPurple	DarkGray	UpArrow	DarkGray	DarkGray	Spade	LightPurple	LightTurquiose	LightPurple	Hat	LightYellow	LightPurple	LightPurple	DarkBlue	LightTurquiose	Hat
Bar	Hat	Bar	Bar	LightPurple	DarkRed	Spade	Bar	Hat	Diamond	Spade	UpArrow	LightPurple	DarkGray	UpArrow	DarkGray	DarkGray	Spade	LightPurple	LightTurquiose	LightPurple	Hat	LightYellow	LightPurple	LightPurple	DarkBlue	LightTurquiose	Hat
Bar	Hat	Bar	Bar	LightPurple	DarkRed	Spade	Bar	Hat	Diamond	Spade	UpArrow	LightPurple	DarkGray	UpArrow	DarkGray	DarkGray	Spade	LightPurple	LightTurquiose	LightPurple	Hat	LightYellow	LightPurple	LightPurple	DarkBlue	LightTurquiose	Hat
Bar_Choice	Hat_Choice	Bar_Choice	Bar_Choice	LightPurple_Choice	DarkRed_Choice	Spade_Choice	Bar_Choice	Hat_Choice	Diamond_Choice	Spade_Choice	UpArrow_Choice	LightPurple_Choice	DarkGray_Choice	UpArrow_Choice	DarkGray_Choice	DarkGray_Choice	Spade_Choice	LightPurple_Choice	LightTurquiose_Choice	LightPurple_Choice	Hat_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice	LightTurquiose_Choice	Hat_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Bar	DarkGreen	DarkGray	LightTurquiose	Spade	Nail	DarkBlue	DarkGray	LightTurquiose	Bar	UpArrow	DarkBlue	LightTurquiose	UpArrow	Spade	Diamond	LightTurquiose	DarkRed	Spade	DarkGray	LightYellow	LightYellow	LightPurple	LightPurple	Bar	Spade	DarkRed	Nail
Bar	DarkGreen	DarkGray	LightTurquiose	Spade	Nail	DarkBlue	DarkGray	LightTurquiose	Bar	UpArrow	DarkBlue	LightTurquiose	UpArrow	Spade	Diamond	LightTurquiose	DarkRed	Spade	DarkGray	LightYellow	LightYellow	LightPurple	LightPurple	Bar	Spade	DarkRed	Nail
Bar	DarkGreen	DarkGray	LightTurquiose	Spade	Nail	DarkBlue	DarkGray	LightTurquiose	Bar	UpArrow	DarkBlue	LightTurquiose	UpArrow	Spade	Diamond	LightTurquiose	DarkRed	Spade	DarkGray	LightYellow	LightYellow	LightPurple	LightPurple	Bar	Spade	DarkRed	Nail
Bar_Choice	DarkGreen_Choice	DarkGray_Choice	LightTurquiose_Choice	Spade_Choice	Nail_Choice	DarkBlue_Choice	DarkGray_Choice	LightTurquiose_Choice	Bar_Choice	UpArrow_Choice	DarkBlue_Choice	LightTurquiose_Choice	UpArrow_Choice	Spade_Choice	Diamond_Choice	LightTurquiose_Choice	DarkRed_Choice	Spade_Choice	DarkGray_Choice	LightYellow_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	Bar_Choice	Spade_Choice	DarkRed_Choice	Nail_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
