16	17	18	19	20	21	22	23	24	7	25	26	27	28	29	30	31	8	9	10	11	12	13	14	15
DarkBlue	DarkRed	LightYellow	DarkTurquiose	DarkTurquiose	DarkTurquiose	Venn	DarkYellow	LightGreen	UpArrow	UpArrow	LightPurple	Rabbit	Spade	Dodecagon	Hourglass	Spade	LightGreen	Hourglass	Spike	Dodecagon	Hourglass	Hourglass	Sawblade	Sawblade
DarkBlue	DarkRed	LightYellow	DarkTurquiose	DarkTurquiose	DarkTurquiose	Venn	DarkYellow	LightGreen	UpArrow	UpArrow	LightPurple	Rabbit	Spade	Dodecagon	Hourglass	Spade	LightGreen	Hourglass	Spike	Dodecagon	Hourglass	Hourglass	Sawblade	Sawblade
DarkBlue	DarkRed	LightYellow	DarkTurquiose	DarkTurquiose	DarkTurquiose	Venn	DarkYellow	LightGreen	UpArrow	UpArrow	LightPurple	Rabbit	Spade	Dodecagon	Hourglass	Spade	LightGreen	Hourglass	Spike	Dodecagon	Hourglass	Hourglass	Sawblade	Sawblade
DarkBlue_Choice	DarkRed_Choice	LightYellow_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	Venn_Choice	DarkYellow_Choice	LightGreen_Choice	UpArrow_Choice	UpArrow_Choice	LightPurple_Choice	Rabbit_Choice	Spade_Choice	Dodecagon_Choice	Hourglass_Choice	Spade_Choice	LightGreen_Choice	Hourglass_Choice	Spike_Choice	Dodecagon_Choice	Hourglass_Choice	Hourglass_Choice	Sawblade_Choice	Sawblade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightBlue	DarkRed	Nail	DarkTurquiose	DarkTurquiose	DarkGreen	Bar	Dodecagon	UpArrow	LightTurquiose	Rabbit	DarkRed	Rabbit	LightGreen	LightRed	Hourglass	Dodecagon	LightRed	Dodecagon	LightYellow	DarkTurquiose	DarkTurquiose	DarkTurquiose	Nail	Nail
LightBlue	DarkRed	Nail	DarkTurquiose	DarkTurquiose	DarkGreen	Bar	Dodecagon	UpArrow	LightTurquiose	Rabbit	DarkRed	Rabbit	LightGreen	LightRed	Hourglass	Dodecagon	LightRed	Dodecagon	LightYellow	DarkTurquiose	DarkTurquiose	DarkTurquiose	Nail	Nail
LightBlue	DarkRed	Nail	DarkTurquiose	DarkTurquiose	DarkGreen	Bar	Dodecagon	UpArrow	LightTurquiose	Rabbit	DarkRed	Rabbit	LightGreen	LightRed	Hourglass	Dodecagon	LightRed	Dodecagon	LightYellow	DarkTurquiose	DarkTurquiose	DarkTurquiose	Nail	Nail
LightBlue_Choice	DarkRed_Choice	Nail_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	DarkGreen_Choice	Bar_Choice	Dodecagon_Choice	UpArrow_Choice	LightTurquiose_Choice	Rabbit_Choice	DarkRed_Choice	Rabbit_Choice	LightGreen_Choice	LightRed_Choice	Hourglass_Choice	Dodecagon_Choice	LightRed_Choice	Dodecagon_Choice	LightYellow_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	Nail_Choice	Nail_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
