12	13	14	15	16	17	18	19	20	21	4	22	23	24	25	26	27	28	5	6	7	8	9	10	11
UpArrow	Bar	DarkGray	Nail	LightTurquiose	UpArrow	Diamond	LightPurple	Rabbit	Hat	Bar	DarkGray	DarkGray	Hat	DarkRed	Diamond	Spade	LightYellow	LightTurquiose	LightTurquiose	Spade	Spade	DarkBlue	Diamond	Spade
UpArrow	Bar	DarkGray	Nail	LightTurquiose	UpArrow	Diamond	LightPurple	Rabbit	Hat	Bar	DarkGray	DarkGray	Hat	DarkRed	Diamond	Spade	LightYellow	LightTurquiose	LightTurquiose	Spade	Spade	DarkBlue	Diamond	Spade
UpArrow_Choice	Bar_Choice	DarkGray_Choice	Nail_Choice	LightTurquiose_Choice	UpArrow_Choice	Diamond_Choice	LightPurple_Choice	Rabbit_Choice	Hat_Choice	Bar_Choice	DarkGray_Choice	DarkGray_Choice	Hat_Choice	DarkRed_Choice	Diamond_Choice	Spade_Choice	LightYellow_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Spade_Choice	Spade_Choice	DarkBlue_Choice	Diamond_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGreen	LightYellow	Hat	Hat	Spade	Nail	DarkRed	Diamond	Nail	Spade	Hat	DarkGray	DarkGray	Nail	LightTurquiose	UpArrow	DarkGray	Nail	Hat	Nail	DarkRed	DarkRed	LightYellow	Bar	Nail
DarkGreen	LightYellow	Hat	Hat	Spade	Nail	DarkRed	Diamond	Nail	Spade	Hat	DarkGray	DarkGray	Nail	LightTurquiose	UpArrow	DarkGray	Nail	Hat	Nail	DarkRed	DarkRed	LightYellow	Bar	Nail
DarkGreen	LightYellow	Hat	Hat	Spade	Nail	DarkRed	Diamond	Nail	Spade	Hat	DarkGray	DarkGray	Nail	LightTurquiose	UpArrow	DarkGray	Nail	Hat	Nail	DarkRed	DarkRed	LightYellow	Bar	Nail
DarkGreen_Choice	LightYellow_Choice	Hat_Choice	Hat_Choice	Spade_Choice	Nail_Choice	DarkRed_Choice	Diamond_Choice	Nail_Choice	Spade_Choice	Hat_Choice	DarkGray_Choice	DarkGray_Choice	Nail_Choice	LightTurquiose_Choice	UpArrow_Choice	DarkGray_Choice	Nail_Choice	Hat_Choice	Nail_Choice	DarkRed_Choice	DarkRed_Choice	LightYellow_Choice	Bar_Choice	Nail_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGreen	Bar	DarkRed	DarkGray	DarkBlue	DarkRed	DarkRed	Diamond	LightYellow	Bar	Spade	DarkGreen	DarkGreen	Nail	UpArrow	DarkRed	Diamond	Rabbit	Hat	DarkBlue	Hat	Hat	Spade	Diamond	Diamond
DarkGreen	Bar	DarkRed	DarkGray	DarkBlue	DarkRed	DarkRed	Diamond	LightYellow	Bar	Spade	DarkGreen	DarkGreen	Nail	UpArrow	DarkRed	Diamond	Rabbit	Hat	DarkBlue	Hat	Hat	Spade	Diamond	Diamond
DarkGreen	Bar	DarkRed	DarkGray	DarkBlue	DarkRed	DarkRed	Diamond	LightYellow	Bar	Spade	DarkGreen	DarkGreen	Nail	UpArrow	DarkRed	Diamond	Rabbit	Hat	DarkBlue	Hat	Hat	Spade	Diamond	Diamond
DarkGreen_Choice	Bar_Choice	DarkRed_Choice	DarkGray_Choice	DarkBlue_Choice	DarkRed_Choice	DarkRed_Choice	Diamond_Choice	LightYellow_Choice	Bar_Choice	Spade_Choice	DarkGreen_Choice	DarkGreen_Choice	Nail_Choice	UpArrow_Choice	DarkRed_Choice	Diamond_Choice	Rabbit_Choice	Hat_Choice	DarkBlue_Choice	Hat_Choice	Hat_Choice	Spade_Choice	Diamond_Choice	Diamond_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Rabbit	UpArrow	DarkGray	DarkBlue	Bar	LightTurquiose	Bar	Hat	Spade	LightPurple	LightPurple	Rabbit	Rabbit	Hat	LightPurple	Hat	DarkGray	DarkGreen	UpArrow	Diamond	Rabbit	Rabbit	Bar	DarkGray	Nail
Rabbit	UpArrow	DarkGray	DarkBlue	Bar	LightTurquiose	Bar	Hat	Spade	LightPurple	LightPurple	Rabbit	Rabbit	Hat	LightPurple	Hat	DarkGray	DarkGreen	UpArrow	Diamond	Rabbit	Rabbit	Bar	DarkGray	Nail
Rabbit	UpArrow	DarkGray	DarkBlue	Bar	LightTurquiose	Bar	Hat	Spade	LightPurple	LightPurple	Rabbit	Rabbit	Hat	LightPurple	Hat	DarkGray	DarkGreen	UpArrow	Diamond	Rabbit	Rabbit	Bar	DarkGray	Nail
Rabbit_Choice	UpArrow_Choice	DarkGray_Choice	DarkBlue_Choice	Bar_Choice	LightTurquiose_Choice	Bar_Choice	Hat_Choice	Spade_Choice	LightPurple_Choice	LightPurple_Choice	Rabbit_Choice	Rabbit_Choice	Hat_Choice	LightPurple_Choice	Hat_Choice	DarkGray_Choice	DarkGreen_Choice	UpArrow_Choice	Diamond_Choice	Rabbit_Choice	Rabbit_Choice	Bar_Choice	DarkGray_Choice	Nail_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Bar	UpArrow	Spade	Rabbit	Spade	DarkGreen	Rabbit	LightPurple	Rabbit	Bar	DarkRed	UpArrow	UpArrow	Diamond	DarkGreen	DarkGray	Spade	UpArrow	DarkGray	LightPurple	DarkGreen	DarkGreen	LightPurple	UpArrow	Rabbit
Bar	UpArrow	Spade	Rabbit	Spade	DarkGreen	Rabbit	LightPurple	Rabbit	Bar	DarkRed	UpArrow	UpArrow	Diamond	DarkGreen	DarkGray	Spade	UpArrow	DarkGray	LightPurple	DarkGreen	DarkGreen	LightPurple	UpArrow	Rabbit
Bar	UpArrow	Spade	Rabbit	Spade	DarkGreen	Rabbit	LightPurple	Rabbit	Bar	DarkRed	UpArrow	UpArrow	Diamond	DarkGreen	DarkGray	Spade	UpArrow	DarkGray	LightPurple	DarkGreen	DarkGreen	LightPurple	UpArrow	Rabbit
Bar_Choice	UpArrow_Choice	Spade_Choice	Rabbit_Choice	Spade_Choice	DarkGreen_Choice	Rabbit_Choice	LightPurple_Choice	Rabbit_Choice	Bar_Choice	DarkRed_Choice	UpArrow_Choice	UpArrow_Choice	Diamond_Choice	DarkGreen_Choice	DarkGray_Choice	Spade_Choice	UpArrow_Choice	DarkGray_Choice	LightPurple_Choice	DarkGreen_Choice	DarkGreen_Choice	LightPurple_Choice	UpArrow_Choice	Rabbit_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	DarkRed	DarkGray	DarkRed	DarkGreen	Nail	DarkGray	LightTurquiose	LightPurple	LightTurquiose	Diamond	Rabbit	Rabbit	DarkBlue	Nail	Rabbit	DarkGreen	Nail	Nail	Diamond	DarkGray	DarkGray	DarkBlue	Rabbit	LightYellow
DarkRed	DarkRed	DarkGray	DarkRed	DarkGreen	Nail	DarkGray	LightTurquiose	LightPurple	LightTurquiose	Diamond	Rabbit	Rabbit	DarkBlue	Nail	Rabbit	DarkGreen	Nail	Nail	Diamond	DarkGray	DarkGray	DarkBlue	Rabbit	LightYellow
DarkRed	DarkRed	DarkGray	DarkRed	DarkGreen	Nail	DarkGray	LightTurquiose	LightPurple	LightTurquiose	Diamond	Rabbit	Rabbit	DarkBlue	Nail	Rabbit	DarkGreen	Nail	Nail	Diamond	DarkGray	DarkGray	DarkBlue	Rabbit	LightYellow
DarkRed_Choice	DarkRed_Choice	DarkGray_Choice	DarkRed_Choice	DarkGreen_Choice	Nail_Choice	DarkGray_Choice	LightTurquiose_Choice	LightPurple_Choice	LightTurquiose_Choice	Diamond_Choice	Rabbit_Choice	Rabbit_Choice	DarkBlue_Choice	Nail_Choice	Rabbit_Choice	DarkGreen_Choice	Nail_Choice	Nail_Choice	Diamond_Choice	DarkGray_Choice	DarkGray_Choice	DarkBlue_Choice	Rabbit_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkBlue	Nail	LightYellow	Rabbit	Spade	DarkGreen	Rabbit	LightTurquiose	DarkGray	DarkGreen	DarkBlue	DarkGray	DarkGray	DarkBlue	Spade	LightTurquiose	DarkBlue	LightTurquiose	LightYellow	Spade	DarkGray	DarkGray	LightPurple	Diamond	Diamond
DarkBlue	Nail	LightYellow	Rabbit	Spade	DarkGreen	Rabbit	LightTurquiose	DarkGray	DarkGreen	DarkBlue	DarkGray	DarkGray	DarkBlue	Spade	LightTurquiose	DarkBlue	LightTurquiose	LightYellow	Spade	DarkGray	DarkGray	LightPurple	Diamond	Diamond
DarkBlue	Nail	LightYellow	Rabbit	Spade	DarkGreen	Rabbit	LightTurquiose	DarkGray	DarkGreen	DarkBlue	DarkGray	DarkGray	DarkBlue	Spade	LightTurquiose	DarkBlue	LightTurquiose	LightYellow	Spade	DarkGray	DarkGray	LightPurple	Diamond	Diamond
DarkBlue_Choice	Nail_Choice	LightYellow_Choice	Rabbit_Choice	Spade_Choice	DarkGreen_Choice	Rabbit_Choice	LightTurquiose_Choice	DarkGray_Choice	DarkGreen_Choice	DarkBlue_Choice	DarkGray_Choice	DarkGray_Choice	DarkBlue_Choice	Spade_Choice	LightTurquiose_Choice	DarkBlue_Choice	LightTurquiose_Choice	LightYellow_Choice	Spade_Choice	DarkGray_Choice	DarkGray_Choice	LightPurple_Choice	Diamond_Choice	Diamond_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	LightPurple	DarkBlue	DarkBlue	Spade	LightYellow	LightTurquiose	Diamond	LightYellow	Hat	DarkGray	UpArrow	UpArrow	Spade	UpArrow	Hat	Diamond	Spade	Rabbit	LightYellow	DarkGreen	DarkGreen	Nail	DarkGreen	LightTurquiose
DarkRed	LightPurple	DarkBlue	DarkBlue	Spade	LightYellow	LightTurquiose	Diamond	LightYellow	Hat	DarkGray	UpArrow	UpArrow	Spade	UpArrow	Hat	Diamond	Spade	Rabbit	LightYellow	DarkGreen	DarkGreen	Nail	DarkGreen	LightTurquiose
DarkRed	LightPurple	DarkBlue	DarkBlue	Spade	LightYellow	LightTurquiose	Diamond	LightYellow	Hat	DarkGray	UpArrow	UpArrow	Spade	UpArrow	Hat	Diamond	Spade	Rabbit	LightYellow	DarkGreen	DarkGreen	Nail	DarkGreen	LightTurquiose
DarkRed_Choice	LightPurple_Choice	DarkBlue_Choice	DarkBlue_Choice	Spade_Choice	LightYellow_Choice	LightTurquiose_Choice	Diamond_Choice	LightYellow_Choice	Hat_Choice	DarkGray_Choice	UpArrow_Choice	UpArrow_Choice	Spade_Choice	UpArrow_Choice	Hat_Choice	Diamond_Choice	Spade_Choice	Rabbit_Choice	LightYellow_Choice	DarkGreen_Choice	DarkGreen_Choice	Nail_Choice	DarkGreen_Choice	LightTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightYellow	DarkGray	UpArrow	DarkGreen	Diamond	Nail	LightYellow	LightTurquiose	Rabbit	LightYellow	LightTurquiose	Bar	Bar	DarkRed	DarkBlue	Hat	LightPurple	Nail	Nail	DarkGray	UpArrow	UpArrow	UpArrow	DarkRed	DarkBlue
LightYellow	DarkGray	UpArrow	DarkGreen	Diamond	Nail	LightYellow	LightTurquiose	Rabbit	LightYellow	LightTurquiose	Bar	Bar	DarkRed	DarkBlue	Hat	LightPurple	Nail	Nail	DarkGray	UpArrow	UpArrow	UpArrow	DarkRed	DarkBlue
LightYellow	DarkGray	UpArrow	DarkGreen	Diamond	Nail	LightYellow	LightTurquiose	Rabbit	LightYellow	LightTurquiose	Bar	Bar	DarkRed	DarkBlue	Hat	LightPurple	Nail	Nail	DarkGray	UpArrow	UpArrow	UpArrow	DarkRed	DarkBlue
LightYellow_Choice	DarkGray_Choice	UpArrow_Choice	DarkGreen_Choice	Diamond_Choice	Nail_Choice	LightYellow_Choice	LightTurquiose_Choice	Rabbit_Choice	LightYellow_Choice	LightTurquiose_Choice	Bar_Choice	Bar_Choice	DarkRed_Choice	DarkBlue_Choice	Hat_Choice	LightPurple_Choice	Nail_Choice	Nail_Choice	DarkGray_Choice	UpArrow_Choice	UpArrow_Choice	UpArrow_Choice	DarkRed_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	LightPurple	LightTurquiose	Diamond	Hat	LightTurquiose	DarkGreen	Nail	Rabbit	Hat	Rabbit	Spade	Spade	DarkGray	UpArrow	DarkGreen	Nail	LightPurple	Bar	Diamond	Diamond	Diamond	LightPurple	LightPurple	DarkBlue
UpArrow	LightPurple	LightTurquiose	Diamond	Hat	LightTurquiose	DarkGreen	Nail	Rabbit	Hat	Rabbit	Spade	Spade	DarkGray	UpArrow	DarkGreen	Nail	LightPurple	Bar	Diamond	Diamond	Diamond	LightPurple	LightPurple	DarkBlue
UpArrow	LightPurple	LightTurquiose	Diamond	Hat	LightTurquiose	DarkGreen	Nail	Rabbit	Hat	Rabbit	Spade	Spade	DarkGray	UpArrow	DarkGreen	Nail	LightPurple	Bar	Diamond	Diamond	Diamond	LightPurple	LightPurple	DarkBlue
UpArrow_Choice	LightPurple_Choice	LightTurquiose_Choice	Diamond_Choice	Hat_Choice	LightTurquiose_Choice	DarkGreen_Choice	Nail_Choice	Rabbit_Choice	Hat_Choice	Rabbit_Choice	Spade_Choice	Spade_Choice	DarkGray_Choice	UpArrow_Choice	DarkGreen_Choice	Nail_Choice	LightPurple_Choice	Bar_Choice	Diamond_Choice	Diamond_Choice	Diamond_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkBlue	UpArrow	DarkGray	Rabbit	LightTurquiose	UpArrow	Hat	DarkBlue	Diamond	DarkRed	Rabbit	Diamond	Diamond	DarkBlue	UpArrow	LightPurple	Bar	LightPurple	DarkGreen	LightYellow	UpArrow	UpArrow	LightTurquiose	Rabbit	Hat
DarkBlue	UpArrow	DarkGray	Rabbit	LightTurquiose	UpArrow	Hat	DarkBlue	Diamond	DarkRed	Rabbit	Diamond	Diamond	DarkBlue	UpArrow	LightPurple	Bar	LightPurple	DarkGreen	LightYellow	UpArrow	UpArrow	LightTurquiose	Rabbit	Hat
DarkBlue	UpArrow	DarkGray	Rabbit	LightTurquiose	UpArrow	Hat	DarkBlue	Diamond	DarkRed	Rabbit	Diamond	Diamond	DarkBlue	UpArrow	LightPurple	Bar	LightPurple	DarkGreen	LightYellow	UpArrow	UpArrow	LightTurquiose	Rabbit	Hat
DarkBlue_Choice	UpArrow_Choice	DarkGray_Choice	Rabbit_Choice	LightTurquiose_Choice	UpArrow_Choice	Hat_Choice	DarkBlue_Choice	Diamond_Choice	DarkRed_Choice	Rabbit_Choice	Diamond_Choice	Diamond_Choice	DarkBlue_Choice	UpArrow_Choice	LightPurple_Choice	Bar_Choice	LightPurple_Choice	DarkGreen_Choice	LightYellow_Choice	UpArrow_Choice	UpArrow_Choice	LightTurquiose_Choice	Rabbit_Choice	Hat_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightTurquiose	Hat	Bar	Hat	Bar	Bar	LightPurple	DarkGreen	Rabbit	Bar	Spade	LightYellow	LightYellow	LightYellow	Diamond	Rabbit	UpArrow	UpArrow	LightPurple	Hat	LightYellow	LightYellow	LightPurple	LightPurple	DarkBlue
LightTurquiose	Hat	Bar	Hat	Bar	Bar	LightPurple	DarkGreen	Rabbit	Bar	Spade	LightYellow	LightYellow	LightYellow	Diamond	Rabbit	UpArrow	UpArrow	LightPurple	Hat	LightYellow	LightYellow	LightPurple	LightPurple	DarkBlue
LightTurquiose	Hat	Bar	Hat	Bar	Bar	LightPurple	DarkGreen	Rabbit	Bar	Spade	LightYellow	LightYellow	LightYellow	Diamond	Rabbit	UpArrow	UpArrow	LightPurple	Hat	LightYellow	LightYellow	LightPurple	LightPurple	DarkBlue
LightTurquiose_Choice	Hat_Choice	Bar_Choice	Hat_Choice	Bar_Choice	Bar_Choice	LightPurple_Choice	DarkGreen_Choice	Rabbit_Choice	Bar_Choice	Spade_Choice	LightYellow_Choice	LightYellow_Choice	LightYellow_Choice	Diamond_Choice	Rabbit_Choice	UpArrow_Choice	UpArrow_Choice	LightPurple_Choice	Hat_Choice	LightYellow_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	Nail	Bar	DarkGreen	DarkGray	LightTurquiose	Spade	Diamond	DarkBlue	Nail	UpArrow	DarkRed	DarkRed	DarkGray	DarkRed	DarkRed	Hat	LightTurquiose	LightYellow	LightYellow	LightPurple	LightPurple	LightPurple	Bar	Spade
DarkRed	Nail	Bar	DarkGreen	DarkGray	LightTurquiose	Spade	Diamond	DarkBlue	Nail	UpArrow	DarkRed	DarkRed	DarkGray	DarkRed	DarkRed	Hat	LightTurquiose	LightYellow	LightYellow	LightPurple	LightPurple	LightPurple	Bar	Spade
DarkRed	Nail	Bar	DarkGreen	DarkGray	LightTurquiose	Spade	Diamond	DarkBlue	Nail	UpArrow	DarkRed	DarkRed	DarkGray	DarkRed	DarkRed	Hat	LightTurquiose	LightYellow	LightYellow	LightPurple	LightPurple	LightPurple	Bar	Spade
DarkRed_Choice	Nail_Choice	Bar_Choice	DarkGreen_Choice	DarkGray_Choice	LightTurquiose_Choice	Spade_Choice	Diamond_Choice	DarkBlue_Choice	Nail_Choice	UpArrow_Choice	DarkRed_Choice	DarkRed_Choice	DarkGray_Choice	DarkRed_Choice	DarkRed_Choice	Hat_Choice	LightTurquiose_Choice	LightYellow_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	LightPurple_Choice	Bar_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
