18	19	20	21	22	23	24	25	26	27	6	28	29	33	10	11	12	13	14	15	16	17
DarkBlue_Choice	Spade_Choice	DarkBlue_Choice	DarkTurquiose_Choice	Hourglass_Choice	DarkRed_Choice	LightRed_Choice	Diamond_Choice	Diamond_Choice	LightYellow_Choice	Dodecagon_Choice	LightGreen_Choice	Bar_Choice	Bar_Choice	Dodecagon_Choice	Lock_Choice	Rabbit_Choice	Lock_Choice	DarkBlue_Choice	Sawblade_Choice	Sawblade_Choice	Nail_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGreen	Spade	Dodecagon	DarkTurquiose	DarkGreen	DarkGreen	Bar	UpArrow	Nail	Lock	DarkTurquiose	DarkBlue	Bar	Bar	DarkTurquiose	DarkTurquiose	Lock	Lock	Lock	Spade	LightBlue	Lock
LightGreen	Spade	Dodecagon	DarkTurquiose	DarkGreen	DarkGreen	Bar	UpArrow	Nail	Lock	DarkTurquiose	DarkBlue	Bar	Bar	DarkTurquiose	DarkTurquiose	Lock	Lock	Lock	Spade	LightBlue	Lock
LightGreen	Spade	Dodecagon	DarkTurquiose	DarkGreen	DarkGreen	Bar	UpArrow	Nail	Lock	DarkTurquiose	DarkBlue	Bar	Bar	DarkTurquiose	DarkTurquiose	Lock	Lock	Lock	Spade	LightBlue	Lock
LightGreen_Choice	Spade_Choice	Dodecagon_Choice	DarkTurquiose_Choice	DarkGreen_Choice	DarkGreen_Choice	Bar_Choice	UpArrow_Choice	Nail_Choice	Lock_Choice	DarkTurquiose_Choice	DarkBlue_Choice	Bar_Choice	Bar_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	Lock_Choice	Lock_Choice	Lock_Choice	Spade_Choice	LightBlue_Choice	Lock_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkBlue	DarkTurquiose	LightTurquiose	DarkGreen	UpArrow	DarkTurquiose	LightRed	UpArrow	Lock	LightYellow	Rabbit	LightGreen	Lock	Lock	Rabbit	DarkGray	Hat	DarkBlue	LightBlue	Sawblade	DarkBlue	DarkTurquiose
DarkBlue	DarkTurquiose	LightTurquiose	DarkGreen	UpArrow	DarkTurquiose	LightRed	UpArrow	Lock	LightYellow	Rabbit	LightGreen	Lock	Lock	Rabbit	DarkGray	Hat	DarkBlue	LightBlue	Sawblade	DarkBlue	DarkTurquiose
DarkBlue	DarkTurquiose	LightTurquiose	DarkGreen	UpArrow	DarkTurquiose	LightRed	UpArrow	Lock	LightYellow	Rabbit	LightGreen	Lock	Lock	Rabbit	DarkGray	Hat	DarkBlue	LightBlue	Sawblade	DarkBlue	DarkTurquiose
DarkBlue_Choice	DarkTurquiose_Choice	LightTurquiose_Choice	DarkGreen_Choice	UpArrow_Choice	DarkTurquiose_Choice	LightRed_Choice	UpArrow_Choice	Lock_Choice	LightYellow_Choice	Rabbit_Choice	LightGreen_Choice	Lock_Choice	Lock_Choice	Rabbit_Choice	DarkGray_Choice	Hat_Choice	DarkBlue_Choice	LightBlue_Choice	Sawblade_Choice	DarkBlue_Choice	DarkTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Spade	LightGreen	Spade	Dodecagon	LightRed	DarkRed	UpArrow	Lock	Diamond	DarkBlue	LightPurple	LightGreen	Hat	Hat	LightPurple	DarkTurquiose	LightPurple	LightBlue	Lock	Nail	Spade	LightTurquiose
Spade	LightGreen	Spade	Dodecagon	LightRed	DarkRed	UpArrow	Lock	Diamond	DarkBlue	LightPurple	LightGreen	Hat	Hat	LightPurple	DarkTurquiose	LightPurple	LightBlue	Lock	Nail	Spade	LightTurquiose
Spade	LightGreen	Spade	Dodecagon	LightRed	DarkRed	UpArrow	Lock	Diamond	DarkBlue	LightPurple	LightGreen	Hat	Hat	LightPurple	DarkTurquiose	LightPurple	LightBlue	Lock	Nail	Spade	LightTurquiose
Spade_Choice	LightGreen_Choice	Spade_Choice	Dodecagon_Choice	LightRed_Choice	DarkRed_Choice	UpArrow_Choice	Lock_Choice	Diamond_Choice	DarkBlue_Choice	LightPurple_Choice	LightGreen_Choice	Hat_Choice	Hat_Choice	LightPurple_Choice	DarkTurquiose_Choice	LightPurple_Choice	LightBlue_Choice	Lock_Choice	Nail_Choice	Spade_Choice	LightTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Dodecagon	LightTurquiose	Lock	UpArrow	DarkTurquiose	LightRed	Hourglass	DarkRed	DarkRed	UpArrow	DarkTurquiose	Nail	Lock	Lock	DarkTurquiose	Dodecagon	Dodecagon	LightGreen	LightGreen	Spade	LightTurquiose	DarkBlue
Dodecagon	LightTurquiose	Lock	UpArrow	DarkTurquiose	LightRed	Hourglass	DarkRed	DarkRed	UpArrow	DarkTurquiose	Nail	Lock	Lock	DarkTurquiose	Dodecagon	Dodecagon	LightGreen	LightGreen	Spade	LightTurquiose	DarkBlue
Dodecagon	LightTurquiose	Lock	UpArrow	DarkTurquiose	LightRed	Hourglass	DarkRed	DarkRed	UpArrow	DarkTurquiose	Nail	Lock	Lock	DarkTurquiose	Dodecagon	Dodecagon	LightGreen	LightGreen	Spade	LightTurquiose	DarkBlue
Dodecagon_Choice	LightTurquiose_Choice	Lock_Choice	UpArrow_Choice	DarkTurquiose_Choice	LightRed_Choice	Hourglass_Choice	DarkRed_Choice	DarkRed_Choice	UpArrow_Choice	DarkTurquiose_Choice	Nail_Choice	Lock_Choice	Lock_Choice	DarkTurquiose_Choice	Dodecagon_Choice	Dodecagon_Choice	LightGreen_Choice	LightGreen_Choice	Spade_Choice	LightTurquiose_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
