16	17	18	19	20	21	22	23	7	8	9	10	11	12	13	14	15
LightGreen	Venn	Venn	Lock	Dodecagon	LightBlue	Diamond	Diamond	Puzzle	Puzzle	Nail	DarkBlue	Puzzle	DarkRed	LightYellow	LightTurquiose	Spade
LightGreen_Choice	Venn_Choice	Venn_Choice	Lock_Choice	Dodecagon_Choice	LightBlue_Choice	Diamond_Choice	Diamond_Choice	Puzzle_Choice	Puzzle_Choice	Nail_Choice	DarkBlue_Choice	Puzzle_Choice	DarkRed_Choice	LightYellow_Choice	LightTurquiose_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Dodecagon	Dodecagon	Dodecagon	Dodecagon	DarkBlue	DarkYellow	LightYellow	LightYellow	Rabbit	Rabbit	DarkGray	DarkPurple	DarkBlue	Diamond	DarkRed	Venn	UpArrow
Dodecagon	Dodecagon	Dodecagon	Dodecagon	DarkBlue	DarkYellow	LightYellow	LightYellow	Rabbit	Rabbit	DarkGray	DarkPurple	DarkBlue	Diamond	DarkRed	Venn	UpArrow
Dodecagon	Dodecagon	Dodecagon	Dodecagon	DarkBlue	DarkYellow	LightYellow	LightYellow	Rabbit	Rabbit	DarkGray	DarkPurple	DarkBlue	Diamond	DarkRed	Venn	UpArrow
Dodecagon_Choice	Dodecagon_Choice	Dodecagon_Choice	Dodecagon_Choice	DarkBlue_Choice	DarkYellow_Choice	LightYellow_Choice	LightYellow_Choice	Rabbit_Choice	Rabbit_Choice	DarkGray_Choice	DarkPurple_Choice	DarkBlue_Choice	Diamond_Choice	DarkRed_Choice	Venn_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGray	Nail	Nail	DarkTurquiose	LightGreen	DarkYellow	LightBlue	LightBlue	LightPurple	LightPurple	DarkGray	Rabbit	Puzzle	DarkRed	Spade	UpArrow	DarkRed
LightGray	Nail	Nail	DarkTurquiose	LightGreen	DarkYellow	LightBlue	LightBlue	LightPurple	LightPurple	DarkGray	Rabbit	Puzzle	DarkRed	Spade	UpArrow	DarkRed
LightGray	Nail	Nail	DarkTurquiose	LightGreen	DarkYellow	LightBlue	LightBlue	LightPurple	LightPurple	DarkGray	Rabbit	Puzzle	DarkRed	Spade	UpArrow	DarkRed
LightGray_Choice	Nail_Choice	Nail_Choice	DarkTurquiose_Choice	LightGreen_Choice	DarkYellow_Choice	LightBlue_Choice	LightBlue_Choice	LightPurple_Choice	LightPurple_Choice	DarkGray_Choice	Rabbit_Choice	Puzzle_Choice	DarkRed_Choice	Spade_Choice	UpArrow_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGreen	Venn	Venn	DarkTurquiose	Nail	LightYellow	LightBlue	LightBlue	DarkGray	DarkGray	Rabbit	Puzzle	Puzzle	LightYellow	LightYellow	Diamond	Venn
LightGreen	Venn	Venn	DarkTurquiose	Nail	LightYellow	LightBlue	LightBlue	DarkGray	DarkGray	Rabbit	Puzzle	Puzzle	LightYellow	LightYellow	Diamond	Venn
LightGreen	Venn	Venn	DarkTurquiose	Nail	LightYellow	LightBlue	LightBlue	DarkGray	DarkGray	Rabbit	Puzzle	Puzzle	LightYellow	LightYellow	Diamond	Venn
LightGreen_Choice	Venn_Choice	Venn_Choice	DarkTurquiose_Choice	Nail_Choice	LightYellow_Choice	LightBlue_Choice	LightBlue_Choice	DarkGray_Choice	DarkGray_Choice	Rabbit_Choice	Puzzle_Choice	Puzzle_Choice	LightYellow_Choice	LightYellow_Choice	Diamond_Choice	Venn_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Lock	Lock	Lock	Lock	LightGray	Diamond	Sawblade	Sawblade	LightPurple	LightPurple	DarkGray	DarkPurple	DarkGray	UpArrow	Spade	LightGray	Spade
Lock	Lock	Lock	Lock	LightGray	Diamond	Sawblade	Sawblade	LightPurple	LightPurple	DarkGray	DarkPurple	DarkGray	UpArrow	Spade	LightGray	Spade
Lock	Lock	Lock	Lock	LightGray	Diamond	Sawblade	Sawblade	LightPurple	LightPurple	DarkGray	DarkPurple	DarkGray	UpArrow	Spade	LightGray	Spade
Lock_Choice	Lock_Choice	Lock_Choice	Lock_Choice	LightGray_Choice	Diamond_Choice	Sawblade_Choice	Sawblade_Choice	LightPurple_Choice	LightPurple_Choice	DarkGray_Choice	DarkPurple_Choice	DarkGray_Choice	UpArrow_Choice	Spade_Choice	LightGray_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkTurquiose	DarkBlue	DarkBlue	LightGreen	LightGray	Diamond	DarkYellow	DarkYellow	DarkBlue	DarkBlue	DarkBlue	DarkPurple	Nail	LightYellow	LightGray	LightYellow	Venn
DarkTurquiose	DarkBlue	DarkBlue	LightGreen	LightGray	Diamond	DarkYellow	DarkYellow	DarkBlue	DarkBlue	DarkBlue	DarkPurple	Nail	LightYellow	LightGray	LightYellow	Venn
DarkTurquiose	DarkBlue	DarkBlue	LightGreen	LightGray	Diamond	DarkYellow	DarkYellow	DarkBlue	DarkBlue	DarkBlue	DarkPurple	Nail	LightYellow	LightGray	LightYellow	Venn
DarkTurquiose_Choice	DarkBlue_Choice	DarkBlue_Choice	LightGreen_Choice	LightGray_Choice	Diamond_Choice	DarkYellow_Choice	DarkYellow_Choice	DarkBlue_Choice	DarkBlue_Choice	DarkBlue_Choice	DarkPurple_Choice	Nail_Choice	LightYellow_Choice	LightGray_Choice	LightYellow_Choice	Venn_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkBlue	DarkTurquiose	DarkTurquiose	Venn	Dodecagon	LightBlue	Diamond	Diamond	Hat	Hat	DarkBlue	Hat	DarkBlue	LightGray	Diamond	LightYellow	Venn
DarkBlue	DarkTurquiose	DarkTurquiose	Venn	Dodecagon	LightBlue	Diamond	Diamond	Hat	Hat	DarkBlue	Hat	DarkBlue	LightGray	Diamond	LightYellow	Venn
DarkBlue	DarkTurquiose	DarkTurquiose	Venn	Dodecagon	LightBlue	Diamond	Diamond	Hat	Hat	DarkBlue	Hat	DarkBlue	LightGray	Diamond	LightYellow	Venn
DarkBlue_Choice	DarkTurquiose_Choice	DarkTurquiose_Choice	Venn_Choice	Dodecagon_Choice	LightBlue_Choice	Diamond_Choice	Diamond_Choice	Hat_Choice	Hat_Choice	DarkBlue_Choice	Hat_Choice	DarkBlue_Choice	LightGray_Choice	Diamond_Choice	LightYellow_Choice	Venn_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGray	LightGray	LightGray	DarkTurquiose	LightGreen	Diamond	DarkYellow	DarkYellow	Nail	Nail	LightPurple	DarkPurple	DarkGray	Venn	LightYellow	LightTurquiose	LightYellow
LightGray	LightGray	LightGray	DarkTurquiose	LightGreen	Diamond	DarkYellow	DarkYellow	Nail	Nail	LightPurple	DarkPurple	DarkGray	Venn	LightYellow	LightTurquiose	LightYellow
LightGray	LightGray	LightGray	DarkTurquiose	LightGreen	Diamond	DarkYellow	DarkYellow	Nail	Nail	LightPurple	DarkPurple	DarkGray	Venn	LightYellow	LightTurquiose	LightYellow
LightGray_Choice	LightGray_Choice	LightGray_Choice	DarkTurquiose_Choice	LightGreen_Choice	Diamond_Choice	DarkYellow_Choice	DarkYellow_Choice	Nail_Choice	Nail_Choice	LightPurple_Choice	DarkPurple_Choice	DarkGray_Choice	Venn_Choice	LightYellow_Choice	LightTurquiose_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Venn	Nail	Nail	Nail	LightGreen	Sawblade	Spike	Spike	LightPurple	LightPurple	Rabbit	DarkGray	Hat	Diamond	Venn	Diamond	Diamond
Venn	Nail	Nail	Nail	LightGreen	Sawblade	Spike	Spike	LightPurple	LightPurple	Rabbit	DarkGray	Hat	Diamond	Venn	Diamond	Diamond
Venn	Nail	Nail	Nail	LightGreen	Sawblade	Spike	Spike	LightPurple	LightPurple	Rabbit	DarkGray	Hat	Diamond	Venn	Diamond	Diamond
Venn_Choice	Nail_Choice	Nail_Choice	Nail_Choice	LightGreen_Choice	Sawblade_Choice	Spike_Choice	Spike_Choice	LightPurple_Choice	LightPurple_Choice	Rabbit_Choice	DarkGray_Choice	Hat_Choice	Diamond_Choice	Venn_Choice	Diamond_Choice	Diamond_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGray	Nail	Nail	DarkTurquiose	LightGray	LightBlue	LightBlue	LightBlue	Hat	Hat	Hat	DarkPurple	Hat	Diamond	LightTurquiose	UpArrow	Venn
LightGray	Nail	Nail	DarkTurquiose	LightGray	LightBlue	LightBlue	LightBlue	Hat	Hat	Hat	DarkPurple	Hat	Diamond	LightTurquiose	UpArrow	Venn
LightGray	Nail	Nail	DarkTurquiose	LightGray	LightBlue	LightBlue	LightBlue	Hat	Hat	Hat	DarkPurple	Hat	Diamond	LightTurquiose	UpArrow	Venn
LightGray_Choice	Nail_Choice	Nail_Choice	DarkTurquiose_Choice	LightGray_Choice	LightBlue_Choice	LightBlue_Choice	LightBlue_Choice	Hat_Choice	Hat_Choice	Hat_Choice	DarkPurple_Choice	Hat_Choice	Diamond_Choice	LightTurquiose_Choice	UpArrow_Choice	Venn_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Lock	Dodecagon	Dodecagon	LightGreen	DarkBlue	Dodecagon	Spike	Spike	LightPurple	LightPurple	Puzzle	DarkBlue	Rabbit	Spade	UpArrow	Venn	LightGray
Lock	Dodecagon	Dodecagon	LightGreen	DarkBlue	Dodecagon	Spike	Spike	LightPurple	LightPurple	Puzzle	DarkBlue	Rabbit	Spade	UpArrow	Venn	LightGray
Lock	Dodecagon	Dodecagon	LightGreen	DarkBlue	Dodecagon	Spike	Spike	LightPurple	LightPurple	Puzzle	DarkBlue	Rabbit	Spade	UpArrow	Venn	LightGray
Lock_Choice	Dodecagon_Choice	Dodecagon_Choice	LightGreen_Choice	DarkBlue_Choice	Dodecagon_Choice	Spike_Choice	Spike_Choice	LightPurple_Choice	LightPurple_Choice	Puzzle_Choice	DarkBlue_Choice	Rabbit_Choice	Spade_Choice	UpArrow_Choice	Venn_Choice	LightGray_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Lock	Venn	Venn	DarkBlue	Nail	Spike	LightYellow	LightYellow	DarkPurple	DarkPurple	Nail	Rabbit	DarkBlue	DarkRed	LightTurquiose	DarkRed	UpArrow
Lock	Venn	Venn	DarkBlue	Nail	Spike	LightYellow	LightYellow	DarkPurple	DarkPurple	Nail	Rabbit	DarkBlue	DarkRed	LightTurquiose	DarkRed	UpArrow
Lock	Venn	Venn	DarkBlue	Nail	Spike	LightYellow	LightYellow	DarkPurple	DarkPurple	Nail	Rabbit	DarkBlue	DarkRed	LightTurquiose	DarkRed	UpArrow
Lock_Choice	Venn_Choice	Venn_Choice	DarkBlue_Choice	Nail_Choice	Spike_Choice	LightYellow_Choice	LightYellow_Choice	DarkPurple_Choice	DarkPurple_Choice	Nail_Choice	Rabbit_Choice	DarkBlue_Choice	DarkRed_Choice	LightTurquiose_Choice	DarkRed_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Venn	DarkBlue	DarkBlue	Lock	DarkBlue	DarkTurquiose	Sawblade	Sawblade	Nail	Nail	Hat	Rabbit	Nail	LightGray	LightTurquiose	DarkRed	UpArrow
Venn	DarkBlue	DarkBlue	Lock	DarkBlue	DarkTurquiose	Sawblade	Sawblade	Nail	Nail	Hat	Rabbit	Nail	LightGray	LightTurquiose	DarkRed	UpArrow
Venn	DarkBlue	DarkBlue	Lock	DarkBlue	DarkTurquiose	Sawblade	Sawblade	Nail	Nail	Hat	Rabbit	Nail	LightGray	LightTurquiose	DarkRed	UpArrow
Venn_Choice	DarkBlue_Choice	DarkBlue_Choice	Lock_Choice	DarkBlue_Choice	DarkTurquiose_Choice	Sawblade_Choice	Sawblade_Choice	Nail_Choice	Nail_Choice	Hat_Choice	Rabbit_Choice	Nail_Choice	LightGray_Choice	LightTurquiose_Choice	DarkRed_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Nail	Dodecagon	Dodecagon	LightGray	DarkBlue	LightBlue	Sawblade	Sawblade	Rabbit	Rabbit	DarkGray	Nail	Puzzle	Spade	LightGray	UpArrow	Spade
Nail	Dodecagon	Dodecagon	LightGray	DarkBlue	LightBlue	Sawblade	Sawblade	Rabbit	Rabbit	DarkGray	Nail	Puzzle	Spade	LightGray	UpArrow	Spade
Nail	Dodecagon	Dodecagon	LightGray	DarkBlue	LightBlue	Sawblade	Sawblade	Rabbit	Rabbit	DarkGray	Nail	Puzzle	Spade	LightGray	UpArrow	Spade
Nail_Choice	Dodecagon_Choice	Dodecagon_Choice	LightGray_Choice	DarkBlue_Choice	LightBlue_Choice	Sawblade_Choice	Sawblade_Choice	Rabbit_Choice	Rabbit_Choice	DarkGray_Choice	Nail_Choice	Puzzle_Choice	Spade_Choice	LightGray_Choice	UpArrow_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGreen	Lock	Lock	DarkTurquiose	Venn	LightYellow	Spike	Spike	DarkPurple	DarkPurple	Puzzle	Nail	LightPurple	Diamond	LightGray	LightGray	Spade
LightGreen	Lock	Lock	DarkTurquiose	Venn	LightYellow	Spike	Spike	DarkPurple	DarkPurple	Puzzle	Nail	LightPurple	Diamond	LightGray	LightGray	Spade
LightGreen	Lock	Lock	DarkTurquiose	Venn	LightYellow	Spike	Spike	DarkPurple	DarkPurple	Puzzle	Nail	LightPurple	Diamond	LightGray	LightGray	Spade
LightGreen_Choice	Lock_Choice	Lock_Choice	DarkTurquiose_Choice	Venn_Choice	LightYellow_Choice	Spike_Choice	Spike_Choice	DarkPurple_Choice	DarkPurple_Choice	Puzzle_Choice	Nail_Choice	LightPurple_Choice	Diamond_Choice	LightGray_Choice	LightGray_Choice	Spade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
