15	16	17	18	19	20	21	22	23	24	6	7	8	9	10	11	12	13	14
DarkGray	DarkGray	DarkGray	DarkGray	LightYellow	UpArrow	LightRed	DarkRed	Diamond	Diamond	LightBlue	LightYellow	Diamond	LightTurquiose	UpArrow	DarkRed	LightYellow	DarkRed	DarkGray
DarkGray	DarkGray	DarkGray	DarkGray	LightYellow	UpArrow	LightRed	DarkRed	Diamond	Diamond	LightBlue	LightYellow	Diamond	LightTurquiose	UpArrow	DarkRed	LightYellow	DarkRed	DarkGray
DarkGray_Choice	DarkGray_Choice	DarkGray_Choice	DarkGray_Choice	LightYellow_Choice	UpArrow_Choice	LightRed_Choice	DarkRed_Choice	Diamond_Choice	Diamond_Choice	LightBlue_Choice	LightYellow_Choice	Diamond_Choice	LightTurquiose_Choice	UpArrow_Choice	DarkRed_Choice	LightYellow_Choice	DarkRed_Choice	DarkGray_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Venn	Venn	Venn	Venn	UpArrow	LightGray	DarkBlue	UpArrow	Nail	Hourglass	LightBlue	DarkTurquiose	Spike	Spade	Spade	Spade	DarkRed	LightYellow	Venn
Venn	Venn	Venn	Venn	UpArrow	LightGray	DarkBlue	UpArrow	Nail	Hourglass	LightBlue	DarkTurquiose	Spike	Spade	Spade	Spade	DarkRed	LightYellow	Venn
Venn	Venn	Venn	Venn	UpArrow	LightGray	DarkBlue	UpArrow	Nail	Hourglass	LightBlue	DarkTurquiose	Spike	Spade	Spade	Spade	DarkRed	LightYellow	Venn
Venn_Choice	Venn_Choice	Venn_Choice	Venn_Choice	UpArrow_Choice	LightGray_Choice	DarkBlue_Choice	UpArrow_Choice	Nail_Choice	Hourglass_Choice	LightBlue_Choice	DarkTurquiose_Choice	Spike_Choice	Spade_Choice	Spade_Choice	Spade_Choice	DarkRed_Choice	LightYellow_Choice	Venn_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	UpArrow	UpArrow	UpArrow	Diamond	LightYellow	DarkBlue	UpArrow	DarkRed	LightYellow	Sawblade	Dodecagon	DarkYellow	UpArrow	LightPurple	Diamond	Rabbit	LightYellow	UpArrow
UpArrow	UpArrow	UpArrow	UpArrow	Diamond	LightYellow	DarkBlue	UpArrow	DarkRed	LightYellow	Sawblade	Dodecagon	DarkYellow	UpArrow	LightPurple	Diamond	Rabbit	LightYellow	UpArrow
UpArrow	UpArrow	UpArrow	UpArrow	Diamond	LightYellow	DarkBlue	UpArrow	DarkRed	LightYellow	Sawblade	Dodecagon	DarkYellow	UpArrow	LightPurple	Diamond	Rabbit	LightYellow	UpArrow
UpArrow_Choice	UpArrow_Choice	UpArrow_Choice	UpArrow_Choice	Diamond_Choice	LightYellow_Choice	DarkBlue_Choice	UpArrow_Choice	DarkRed_Choice	LightYellow_Choice	Sawblade_Choice	Dodecagon_Choice	DarkYellow_Choice	UpArrow_Choice	LightPurple_Choice	Diamond_Choice	Rabbit_Choice	LightYellow_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	DarkRed	DarkRed	DarkRed	Venn	DarkRed	Nail	LightRed	Nail	Hourglass	DarkYellow	LightYellow	LightBlue	LightYellow	UpArrow	LightPurple	LightYellow	Hat	DarkRed
DarkRed	DarkRed	DarkRed	DarkRed	Venn	DarkRed	Nail	LightRed	Nail	Hourglass	DarkYellow	LightYellow	LightBlue	LightYellow	UpArrow	LightPurple	LightYellow	Hat	DarkRed
DarkRed	DarkRed	DarkRed	DarkRed	Venn	DarkRed	Nail	LightRed	Nail	Hourglass	DarkYellow	LightYellow	LightBlue	LightYellow	UpArrow	LightPurple	LightYellow	Hat	DarkRed
DarkRed_Choice	DarkRed_Choice	DarkRed_Choice	DarkRed_Choice	Venn_Choice	DarkRed_Choice	Nail_Choice	LightRed_Choice	Nail_Choice	Hourglass_Choice	DarkYellow_Choice	LightYellow_Choice	LightBlue_Choice	LightYellow_Choice	UpArrow_Choice	LightPurple_Choice	LightYellow_Choice	Hat_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond	Diamond	Diamond	Diamond	Diamond	Hat	Nail	UpArrow	DarkBlue	UpArrow	Diamond	DarkYellow	DarkTurquiose	Spade	LightPurple	Diamond	LightYellow	LightYellow	Diamond
Diamond	Diamond	Diamond	Diamond	Diamond	Hat	Nail	UpArrow	DarkBlue	UpArrow	Diamond	DarkYellow	DarkTurquiose	Spade	LightPurple	Diamond	LightYellow	LightYellow	Diamond
Diamond	Diamond	Diamond	Diamond	Diamond	Hat	Nail	UpArrow	DarkBlue	UpArrow	Diamond	DarkYellow	DarkTurquiose	Spade	LightPurple	Diamond	LightYellow	LightYellow	Diamond
Diamond_Choice	Diamond_Choice	Diamond_Choice	Diamond_Choice	Diamond_Choice	Hat_Choice	Nail_Choice	UpArrow_Choice	DarkBlue_Choice	UpArrow_Choice	Diamond_Choice	DarkYellow_Choice	DarkTurquiose_Choice	Spade_Choice	LightPurple_Choice	Diamond_Choice	LightYellow_Choice	LightYellow_Choice	Diamond_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightYellow	LightYellow	LightYellow	LightYellow	UpArrow	Hat	Hourglass	Nail	Diamond	DarkBlue	DarkYellow	DarkTurquiose	DarkYellow	Spade	DarkRed	LightYellow	LightPurple	Diamond	LightYellow
LightYellow	LightYellow	LightYellow	LightYellow	UpArrow	Hat	Hourglass	Nail	Diamond	DarkBlue	DarkYellow	DarkTurquiose	DarkYellow	Spade	DarkRed	LightYellow	LightPurple	Diamond	LightYellow
LightYellow	LightYellow	LightYellow	LightYellow	UpArrow	Hat	Hourglass	Nail	Diamond	DarkBlue	DarkYellow	DarkTurquiose	DarkYellow	Spade	DarkRed	LightYellow	LightPurple	Diamond	LightYellow
LightYellow_Choice	LightYellow_Choice	LightYellow_Choice	LightYellow_Choice	UpArrow_Choice	Hat_Choice	Hourglass_Choice	Nail_Choice	Diamond_Choice	DarkBlue_Choice	DarkYellow_Choice	DarkTurquiose_Choice	DarkYellow_Choice	Spade_Choice	DarkRed_Choice	LightYellow_Choice	LightPurple_Choice	Diamond_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGray	DarkGray	DarkGray	DarkGray	Hat	Venn	Hourglass	LightYellow	Diamond	LightYellow	Spike	LightYellow	Dodecagon	DarkRed	DarkRed	Rabbit	LightPurple	Hat	DarkGray
DarkGray	DarkGray	DarkGray	DarkGray	Hat	Venn	Hourglass	LightYellow	Diamond	LightYellow	Spike	LightYellow	Dodecagon	DarkRed	DarkRed	Rabbit	LightPurple	Hat	DarkGray
DarkGray	DarkGray	DarkGray	DarkGray	Hat	Venn	Hourglass	LightYellow	Diamond	LightYellow	Spike	LightYellow	Dodecagon	DarkRed	DarkRed	Rabbit	LightPurple	Hat	DarkGray
DarkGray_Choice	DarkGray_Choice	DarkGray_Choice	DarkGray_Choice	Hat_Choice	Venn_Choice	Hourglass_Choice	LightYellow_Choice	Diamond_Choice	LightYellow_Choice	Spike_Choice	LightYellow_Choice	Dodecagon_Choice	DarkRed_Choice	DarkRed_Choice	Rabbit_Choice	LightPurple_Choice	Hat_Choice	DarkGray_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGray	DarkGray	DarkGray	DarkGray	UpArrow	DarkGray	Nail	DarkBlue	DarkBlue	Diamond	LightBlue	LightYellow	Dodecagon	UpArrow	LightPurple	LightTurquiose	LightYellow	Diamond	DarkGray
DarkGray	DarkGray	DarkGray	DarkGray	UpArrow	DarkGray	Nail	DarkBlue	DarkBlue	Diamond	LightBlue	LightYellow	Dodecagon	UpArrow	LightPurple	LightTurquiose	LightYellow	Diamond	DarkGray
DarkGray	DarkGray	DarkGray	DarkGray	UpArrow	DarkGray	Nail	DarkBlue	DarkBlue	Diamond	LightBlue	LightYellow	Dodecagon	UpArrow	LightPurple	LightTurquiose	LightYellow	Diamond	DarkGray
DarkGray_Choice	DarkGray_Choice	DarkGray_Choice	DarkGray_Choice	UpArrow_Choice	DarkGray_Choice	Nail_Choice	DarkBlue_Choice	DarkBlue_Choice	Diamond_Choice	LightBlue_Choice	LightYellow_Choice	Dodecagon_Choice	UpArrow_Choice	LightPurple_Choice	LightTurquiose_Choice	LightYellow_Choice	Diamond_Choice	DarkGray_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond	Diamond	Diamond	Diamond	UpArrow	DarkRed	LightRed	Hourglass	LightRed	LightRed	Spike	Spike	DarkYellow	Diamond	Rabbit	Diamond	LightTurquiose	Diamond	Diamond
Diamond	Diamond	Diamond	Diamond	UpArrow	DarkRed	LightRed	Hourglass	LightRed	LightRed	Spike	Spike	DarkYellow	Diamond	Rabbit	Diamond	LightTurquiose	Diamond	Diamond
Diamond	Diamond	Diamond	Diamond	UpArrow	DarkRed	LightRed	Hourglass	LightRed	LightRed	Spike	Spike	DarkYellow	Diamond	Rabbit	Diamond	LightTurquiose	Diamond	Diamond
Diamond_Choice	Diamond_Choice	Diamond_Choice	Diamond_Choice	UpArrow_Choice	DarkRed_Choice	LightRed_Choice	Hourglass_Choice	LightRed_Choice	LightRed_Choice	Spike_Choice	Spike_Choice	DarkYellow_Choice	Diamond_Choice	Rabbit_Choice	Diamond_Choice	LightTurquiose_Choice	Diamond_Choice	Diamond_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGray	LightGray	LightGray	LightGray	DarkGray	DarkRed	Hourglass	DarkRed	Nail	Diamond	LightYellow	Sawblade	Sawblade	UpArrow	Rabbit	Diamond	Rabbit	DarkRed	LightGray
LightGray	LightGray	LightGray	LightGray	DarkGray	DarkRed	Hourglass	DarkRed	Nail	Diamond	LightYellow	Sawblade	Sawblade	UpArrow	Rabbit	Diamond	Rabbit	DarkRed	LightGray
LightGray	LightGray	LightGray	LightGray	DarkGray	DarkRed	Hourglass	DarkRed	Nail	Diamond	LightYellow	Sawblade	Sawblade	UpArrow	Rabbit	Diamond	Rabbit	DarkRed	LightGray
LightGray_Choice	LightGray_Choice	LightGray_Choice	LightGray_Choice	DarkGray_Choice	DarkRed_Choice	Hourglass_Choice	DarkRed_Choice	Nail_Choice	Diamond_Choice	LightYellow_Choice	Sawblade_Choice	Sawblade_Choice	UpArrow_Choice	Rabbit_Choice	Diamond_Choice	Rabbit_Choice	DarkRed_Choice	LightGray_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Hat	Hat	Hat	Hat	LightGray	DarkGray	LightRed	DarkBlue	UpArrow	DarkRed	Sawblade	Dodecagon	DarkTurquiose	DarkRed	DarkRed	LightTurquiose	Spade	Venn	Hat
Hat	Hat	Hat	Hat	LightGray	DarkGray	LightRed	DarkBlue	UpArrow	DarkRed	Sawblade	Dodecagon	DarkTurquiose	DarkRed	DarkRed	LightTurquiose	Spade	Venn	Hat
Hat	Hat	Hat	Hat	LightGray	DarkGray	LightRed	DarkBlue	UpArrow	DarkRed	Sawblade	Dodecagon	DarkTurquiose	DarkRed	DarkRed	LightTurquiose	Spade	Venn	Hat
Hat_Choice	Hat_Choice	Hat_Choice	Hat_Choice	LightGray_Choice	DarkGray_Choice	LightRed_Choice	DarkBlue_Choice	UpArrow_Choice	DarkRed_Choice	Sawblade_Choice	Dodecagon_Choice	DarkTurquiose_Choice	DarkRed_Choice	DarkRed_Choice	LightTurquiose_Choice	Spade_Choice	Venn_Choice	Hat_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGray	LightGray	LightGray	LightGray	LightGray	LightYellow	DarkRed	UpArrow	Diamond	LightYellow	Sawblade	DarkTurquiose	Spike	LightYellow	Diamond	LightPurple	Rabbit	Venn	LightGray
LightGray	LightGray	LightGray	LightGray	LightGray	LightYellow	DarkRed	UpArrow	Diamond	LightYellow	Sawblade	DarkTurquiose	Spike	LightYellow	Diamond	LightPurple	Rabbit	Venn	LightGray
LightGray	LightGray	LightGray	LightGray	LightGray	LightYellow	DarkRed	UpArrow	Diamond	LightYellow	Sawblade	DarkTurquiose	Spike	LightYellow	Diamond	LightPurple	Rabbit	Venn	LightGray
LightGray_Choice	LightGray_Choice	LightGray_Choice	LightGray_Choice	LightGray_Choice	LightYellow_Choice	DarkRed_Choice	UpArrow_Choice	Diamond_Choice	LightYellow_Choice	Sawblade_Choice	DarkTurquiose_Choice	Spike_Choice	LightYellow_Choice	Diamond_Choice	LightPurple_Choice	Rabbit_Choice	Venn_Choice	LightGray_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkRed	DarkRed	DarkRed	DarkRed	Diamond	LightGray	DarkRed	DarkRed	UpArrow	LightYellow	Spike	Sawblade	Diamond	Diamond	Rabbit	LightTurquiose	UpArrow	LightGray	DarkRed
DarkRed	DarkRed	DarkRed	DarkRed	Diamond	LightGray	DarkRed	DarkRed	UpArrow	LightYellow	Spike	Sawblade	Diamond	Diamond	Rabbit	LightTurquiose	UpArrow	LightGray	DarkRed
DarkRed	DarkRed	DarkRed	DarkRed	Diamond	LightGray	DarkRed	DarkRed	UpArrow	LightYellow	Spike	Sawblade	Diamond	Diamond	Rabbit	LightTurquiose	UpArrow	LightGray	DarkRed
DarkRed_Choice	DarkRed_Choice	DarkRed_Choice	DarkRed_Choice	Diamond_Choice	LightGray_Choice	DarkRed_Choice	DarkRed_Choice	UpArrow_Choice	LightYellow_Choice	Spike_Choice	Sawblade_Choice	Diamond_Choice	Diamond_Choice	Rabbit_Choice	LightTurquiose_Choice	UpArrow_Choice	LightGray_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
