14	15	16	20	21	22	23	24	25	26	5	27	28	29	30	31	32	6	7	8	9	10	11	12	13
Dodecagon	Venn	UpArrow	LightGreen	Venn	Nail	DarkPurple	DarkPurple	DarkPurple	Hourglass	Lock	Nail	DarkBlue	DarkBlue	DarkBlue	DarkBlue	Lock	Lock	LightYellow	Hat	Bar	Bar	LightYellow	LightYellow	Diamond
Dodecagon	Venn	UpArrow	LightGreen	Venn	Nail	DarkPurple	DarkPurple	DarkPurple	Hourglass	Lock	Nail	DarkBlue	DarkBlue	DarkBlue	DarkBlue	Lock	Lock	LightYellow	Hat	Bar	Bar	LightYellow	LightYellow	Diamond
Dodecagon_Choice	Venn_Choice	UpArrow_Choice	LightGreen_Choice	Venn_Choice	Nail_Choice	DarkPurple_Choice	DarkPurple_Choice	DarkPurple_Choice	Hourglass_Choice	Lock_Choice	Nail_Choice	DarkBlue_Choice	DarkBlue_Choice	DarkBlue_Choice	DarkBlue_Choice	Lock_Choice	Lock_Choice	LightYellow_Choice	Hat_Choice	Bar_Choice	Bar_Choice	LightYellow_Choice	LightYellow_Choice	Diamond_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkTurquiose	Venn	UpArrow	UpArrow	LightGray	DarkYellow	DarkPurple	Nail	Nail	LightRed	LightGreen	Spade	DarkBlue	DarkBlue	Spade	Bar	LightBlue	LightGreen	Lock	Hat	Diamond	Diamond	Rabbit	Dodecagon	LightYellow
DarkTurquiose	Venn	UpArrow	UpArrow	LightGray	DarkYellow	DarkPurple	Nail	Nail	LightRed	LightGreen	Spade	DarkBlue	DarkBlue	Spade	Bar	LightBlue	LightGreen	Lock	Hat	Diamond	Diamond	Rabbit	Dodecagon	LightYellow
DarkTurquiose	Venn	UpArrow	UpArrow	LightGray	DarkYellow	DarkPurple	Nail	Nail	LightRed	LightGreen	Spade	DarkBlue	DarkBlue	Spade	Bar	LightBlue	LightGreen	Lock	Hat	Diamond	Diamond	Rabbit	Dodecagon	LightYellow
DarkTurquiose_Choice	Venn_Choice	UpArrow_Choice	UpArrow_Choice	LightGray_Choice	DarkYellow_Choice	DarkPurple_Choice	Nail_Choice	Nail_Choice	LightRed_Choice	LightGreen_Choice	Spade_Choice	DarkBlue_Choice	DarkBlue_Choice	Spade_Choice	Bar_Choice	LightBlue_Choice	LightGreen_Choice	Lock_Choice	Hat_Choice	Diamond_Choice	Diamond_Choice	Rabbit_Choice	Dodecagon_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond	Lock	Venn	Lock	LightBlue	DarkBlue	Spike	Spike	Spike	DarkBlue	Bar	LightTurquiose	Diamond	Diamond	Bar	Diamond	Dodecagon	Bar	DarkGreen	LightYellow	DarkGreen	DarkGreen	Diamond	Rabbit	LightYellow
Diamond	Lock	Venn	Lock	LightBlue	DarkBlue	Spike	Spike	Spike	DarkBlue	Bar	LightTurquiose	Diamond	Diamond	Bar	Diamond	Dodecagon	Bar	DarkGreen	LightYellow	DarkGreen	DarkGreen	Diamond	Rabbit	LightYellow
Diamond	Lock	Venn	Lock	LightBlue	DarkBlue	Spike	Spike	Spike	DarkBlue	Bar	LightTurquiose	Diamond	Diamond	Bar	Diamond	Dodecagon	Bar	DarkGreen	LightYellow	DarkGreen	DarkGreen	Diamond	Rabbit	LightYellow
Diamond_Choice	Lock_Choice	Venn_Choice	Lock_Choice	LightBlue_Choice	DarkBlue_Choice	Spike_Choice	Spike_Choice	Spike_Choice	DarkBlue_Choice	Bar_Choice	LightTurquiose_Choice	Diamond_Choice	Diamond_Choice	Bar_Choice	Diamond_Choice	Dodecagon_Choice	Bar_Choice	DarkGreen_Choice	LightYellow_Choice	DarkGreen_Choice	DarkGreen_Choice	Diamond_Choice	Rabbit_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGreen	Lock	Sawblade	LightGray	DarkRed	DarkYellow	Spike	DarkBlue	DarkBlue	Nail	Hat	Diamond	Nail	Nail	DarkBlue	Bar	Rabbit	Hat	Bar	DarkGreen	Hat	Hat	DarkTurquiose	Dodecagon	DarkTurquiose
DarkGreen	Lock	Sawblade	LightGray	DarkRed	DarkYellow	Spike	DarkBlue	DarkBlue	Nail	Hat	Diamond	Nail	Nail	DarkBlue	Bar	Rabbit	Hat	Bar	DarkGreen	Hat	Hat	DarkTurquiose	Dodecagon	DarkTurquiose
DarkGreen	Lock	Sawblade	LightGray	DarkRed	DarkYellow	Spike	DarkBlue	DarkBlue	Nail	Hat	Diamond	Nail	Nail	DarkBlue	Bar	Rabbit	Hat	Bar	DarkGreen	Hat	Hat	DarkTurquiose	Dodecagon	DarkTurquiose
DarkGreen_Choice	Lock_Choice	Sawblade_Choice	LightGray_Choice	DarkRed_Choice	DarkYellow_Choice	Spike_Choice	DarkBlue_Choice	DarkBlue_Choice	Nail_Choice	Hat_Choice	Diamond_Choice	Nail_Choice	Nail_Choice	DarkBlue_Choice	Bar_Choice	Rabbit_Choice	Hat_Choice	Bar_Choice	DarkGreen_Choice	Hat_Choice	Hat_Choice	DarkTurquiose_Choice	Dodecagon_Choice	DarkTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGreen	Sawblade	LightBlue	LightGray	LightGreen	DarkPurple	Hourglass	Spike	Spike	Hourglass	Bar	LightYellow	LightYellow	LightYellow	LightYellow	LightTurquiose	Sawblade	Bar	DarkGreen	DarkGreen	LightGreen	LightGreen	DarkTurquiose	Dodecagon	Rabbit
DarkGreen	Sawblade	LightBlue	LightGray	LightGreen	DarkPurple	Hourglass	Spike	Spike	Hourglass	Bar	LightYellow	LightYellow	LightYellow	LightYellow	LightTurquiose	Sawblade	Bar	DarkGreen	DarkGreen	LightGreen	LightGreen	DarkTurquiose	Dodecagon	Rabbit
DarkGreen	Sawblade	LightBlue	LightGray	LightGreen	DarkPurple	Hourglass	Spike	Spike	Hourglass	Bar	LightYellow	LightYellow	LightYellow	LightYellow	LightTurquiose	Sawblade	Bar	DarkGreen	DarkGreen	LightGreen	LightGreen	DarkTurquiose	Dodecagon	Rabbit
DarkGreen_Choice	Sawblade_Choice	LightBlue_Choice	LightGray_Choice	LightGreen_Choice	DarkPurple_Choice	Hourglass_Choice	Spike_Choice	Spike_Choice	Hourglass_Choice	Bar_Choice	LightYellow_Choice	LightYellow_Choice	LightYellow_Choice	LightYellow_Choice	LightTurquiose_Choice	Sawblade_Choice	Bar_Choice	DarkGreen_Choice	DarkGreen_Choice	LightGreen_Choice	LightGreen_Choice	DarkTurquiose_Choice	Dodecagon_Choice	Rabbit_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Rabbit	DarkRed	Sawblade	Sawblade	LightBlue	Puzzle	Nail	LightRed	LightRed	Spike	LightGreen	DarkBlue	LightTurquiose	LightTurquiose	Bar	Nail	Lock	LightGreen	LightYellow	Diamond	Diamond	Diamond	LightPurple	LightPurple	DarkTurquiose
Rabbit	DarkRed	Sawblade	Sawblade	LightBlue	Puzzle	Nail	LightRed	LightRed	Spike	LightGreen	DarkBlue	LightTurquiose	LightTurquiose	Bar	Nail	Lock	LightGreen	LightYellow	Diamond	Diamond	Diamond	LightPurple	LightPurple	DarkTurquiose
Rabbit	DarkRed	Sawblade	Sawblade	LightBlue	Puzzle	Nail	LightRed	LightRed	Spike	LightGreen	DarkBlue	LightTurquiose	LightTurquiose	Bar	Nail	Lock	LightGreen	LightYellow	Diamond	Diamond	Diamond	LightPurple	LightPurple	DarkTurquiose
Rabbit_Choice	DarkRed_Choice	Sawblade_Choice	Sawblade_Choice	LightBlue_Choice	Puzzle_Choice	Nail_Choice	LightRed_Choice	LightRed_Choice	Spike_Choice	LightGreen_Choice	DarkBlue_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Bar_Choice	Nail_Choice	Lock_Choice	LightGreen_Choice	LightYellow_Choice	Diamond_Choice	Diamond_Choice	Diamond_Choice	LightPurple_Choice	LightPurple_Choice	DarkTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightYellow	Venn	Lock	LightGreen	Venn	DarkBlue	DarkPurple	LightRed	LightRed	Nail	DarkGray	LightTurquiose	Bar	Bar	Nail	DarkGreen	Sawblade	DarkGray	Hat	LightYellow	LightGreen	LightGreen	Dodecagon	Diamond	DarkGreen
LightYellow	Venn	Lock	LightGreen	Venn	DarkBlue	DarkPurple	LightRed	LightRed	Nail	DarkGray	LightTurquiose	Bar	Bar	Nail	DarkGreen	Sawblade	DarkGray	Hat	LightYellow	LightGreen	LightGreen	Dodecagon	Diamond	DarkGreen
LightYellow	Venn	Lock	LightGreen	Venn	DarkBlue	DarkPurple	LightRed	LightRed	Nail	DarkGray	LightTurquiose	Bar	Bar	Nail	DarkGreen	Sawblade	DarkGray	Hat	LightYellow	LightGreen	LightGreen	Dodecagon	Diamond	DarkGreen
LightYellow_Choice	Venn_Choice	Lock_Choice	LightGreen_Choice	Venn_Choice	DarkBlue_Choice	DarkPurple_Choice	LightRed_Choice	LightRed_Choice	Nail_Choice	DarkGray_Choice	LightTurquiose_Choice	Bar_Choice	Bar_Choice	Nail_Choice	DarkGreen_Choice	Sawblade_Choice	DarkGray_Choice	Hat_Choice	LightYellow_Choice	LightGreen_Choice	LightGreen_Choice	Dodecagon_Choice	Diamond_Choice	DarkGreen_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGreen	LightBlue	LightBlue	Lock	DarkRed	DarkBlue	Hourglass	Puzzle	Puzzle	DarkBlue	LightGreen	Spade	DarkGreen	DarkGreen	Diamond	DarkGreen	LightPurple	LightGreen	Lock	DarkGray	DarkGreen	DarkGreen	DarkGreen	Diamond	DarkTurquiose
DarkGreen	LightBlue	LightBlue	Lock	DarkRed	DarkBlue	Hourglass	Puzzle	Puzzle	DarkBlue	LightGreen	Spade	DarkGreen	DarkGreen	Diamond	DarkGreen	LightPurple	LightGreen	Lock	DarkGray	DarkGreen	DarkGreen	DarkGreen	Diamond	DarkTurquiose
DarkGreen	LightBlue	LightBlue	Lock	DarkRed	DarkBlue	Hourglass	Puzzle	Puzzle	DarkBlue	LightGreen	Spade	DarkGreen	DarkGreen	Diamond	DarkGreen	LightPurple	LightGreen	Lock	DarkGray	DarkGreen	DarkGreen	DarkGreen	Diamond	DarkTurquiose
DarkGreen_Choice	LightBlue_Choice	LightBlue_Choice	Lock_Choice	DarkRed_Choice	DarkBlue_Choice	Hourglass_Choice	Puzzle_Choice	Puzzle_Choice	DarkBlue_Choice	LightGreen_Choice	Spade_Choice	DarkGreen_Choice	DarkGreen_Choice	Diamond_Choice	DarkGreen_Choice	LightPurple_Choice	LightGreen_Choice	Lock_Choice	DarkGray_Choice	DarkGreen_Choice	DarkGreen_Choice	DarkGreen_Choice	Diamond_Choice	DarkTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Bar	Lock	LightBlue	DarkRed	UpArrow	Puzzle	Puzzle	DarkYellow	DarkYellow	LightRed	LightGreen	DarkGreen	LightYellow	LightYellow	DarkGreen	LightTurquiose	Sawblade	LightGreen	Hat	Lock	DarkGray	DarkGray	Dodecagon	LightPurple	Bar
Bar	Lock	LightBlue	DarkRed	UpArrow	Puzzle	Puzzle	DarkYellow	DarkYellow	LightRed	LightGreen	DarkGreen	LightYellow	LightYellow	DarkGreen	LightTurquiose	Sawblade	LightGreen	Hat	Lock	DarkGray	DarkGray	Dodecagon	LightPurple	Bar
Bar	Lock	LightBlue	DarkRed	UpArrow	Puzzle	Puzzle	DarkYellow	DarkYellow	LightRed	LightGreen	DarkGreen	LightYellow	LightYellow	DarkGreen	LightTurquiose	Sawblade	LightGreen	Hat	Lock	DarkGray	DarkGray	Dodecagon	LightPurple	Bar
Bar_Choice	Lock_Choice	LightBlue_Choice	DarkRed_Choice	UpArrow_Choice	Puzzle_Choice	Puzzle_Choice	DarkYellow_Choice	DarkYellow_Choice	LightRed_Choice	LightGreen_Choice	DarkGreen_Choice	LightYellow_Choice	LightYellow_Choice	DarkGreen_Choice	LightTurquiose_Choice	Sawblade_Choice	LightGreen_Choice	Hat_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	Dodecagon_Choice	LightPurple_Choice	Bar_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGreen	LightGreen	LightGray	DarkRed	LightGreen	DarkPurple	Puzzle	DarkYellow	DarkYellow	DarkYellow	LightYellow	Diamond	Nail	Nail	Spade	LightTurquiose	LightBlue	LightYellow	DarkGreen	Lock	Bar	Bar	Diamond	LightPurple	LightPurple
DarkGreen	LightGreen	LightGray	DarkRed	LightGreen	DarkPurple	Puzzle	DarkYellow	DarkYellow	DarkYellow	LightYellow	Diamond	Nail	Nail	Spade	LightTurquiose	LightBlue	LightYellow	DarkGreen	Lock	Bar	Bar	Diamond	LightPurple	LightPurple
DarkGreen	LightGreen	LightGray	DarkRed	LightGreen	DarkPurple	Puzzle	DarkYellow	DarkYellow	DarkYellow	LightYellow	Diamond	Nail	Nail	Spade	LightTurquiose	LightBlue	LightYellow	DarkGreen	Lock	Bar	Bar	Diamond	LightPurple	LightPurple
DarkGreen_Choice	LightGreen_Choice	LightGray_Choice	DarkRed_Choice	LightGreen_Choice	DarkPurple_Choice	Puzzle_Choice	DarkYellow_Choice	DarkYellow_Choice	DarkYellow_Choice	LightYellow_Choice	Diamond_Choice	Nail_Choice	Nail_Choice	Spade_Choice	LightTurquiose_Choice	LightBlue_Choice	LightYellow_Choice	DarkGreen_Choice	Lock_Choice	Bar_Choice	Bar_Choice	Diamond_Choice	LightPurple_Choice	LightPurple_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple	Sawblade	DarkRed	Sawblade	LightGreen	DarkBlue	LightRed	Nail	Nail	Hourglass	LightYellow	LightTurquiose	Bar	Bar	Diamond	LightYellow	DarkTurquiose	LightYellow	Lock	Bar	Bar	Bar	Bar	Rabbit	LightYellow
LightPurple	Sawblade	DarkRed	Sawblade	LightGreen	DarkBlue	LightRed	Nail	Nail	Hourglass	LightYellow	LightTurquiose	Bar	Bar	Diamond	LightYellow	DarkTurquiose	LightYellow	Lock	Bar	Bar	Bar	Bar	Rabbit	LightYellow
LightPurple	Sawblade	DarkRed	Sawblade	LightGreen	DarkBlue	LightRed	Nail	Nail	Hourglass	LightYellow	LightTurquiose	Bar	Bar	Diamond	LightYellow	DarkTurquiose	LightYellow	Lock	Bar	Bar	Bar	Bar	Rabbit	LightYellow
LightPurple_Choice	Sawblade_Choice	DarkRed_Choice	Sawblade_Choice	LightGreen_Choice	DarkBlue_Choice	LightRed_Choice	Nail_Choice	Nail_Choice	Hourglass_Choice	LightYellow_Choice	LightTurquiose_Choice	Bar_Choice	Bar_Choice	Diamond_Choice	LightYellow_Choice	DarkTurquiose_Choice	LightYellow_Choice	Lock_Choice	Bar_Choice	Bar_Choice	Bar_Choice	Bar_Choice	Rabbit_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGreen	UpArrow	Lock	Venn	Venn	DarkPurple	Nail	Nail	Nail	DarkYellow	LightGreen	DarkGreen	Bar	Bar	Spade	LightYellow	LightGreen	LightGreen	LightYellow	Lock	DarkGray	DarkGray	Diamond	DarkGreen	Bar
DarkGreen	UpArrow	Lock	Venn	Venn	DarkPurple	Nail	Nail	Nail	DarkYellow	LightGreen	DarkGreen	Bar	Bar	Spade	LightYellow	LightGreen	LightGreen	LightYellow	Lock	DarkGray	DarkGray	Diamond	DarkGreen	Bar
DarkGreen	UpArrow	Lock	Venn	Venn	DarkPurple	Nail	Nail	Nail	DarkYellow	LightGreen	DarkGreen	Bar	Bar	Spade	LightYellow	LightGreen	LightGreen	LightYellow	Lock	DarkGray	DarkGray	Diamond	DarkGreen	Bar
DarkGreen_Choice	UpArrow_Choice	Lock_Choice	Venn_Choice	Venn_Choice	DarkPurple_Choice	Nail_Choice	Nail_Choice	Nail_Choice	DarkYellow_Choice	LightGreen_Choice	DarkGreen_Choice	Bar_Choice	Bar_Choice	Spade_Choice	LightYellow_Choice	LightGreen_Choice	LightGreen_Choice	LightYellow_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	Diamond_Choice	DarkGreen_Choice	Bar_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Diamond	LightBlue	UpArrow	LightGreen	UpArrow	DarkYellow	LightRed	Puzzle	Puzzle	LightRed	Hat	Bar	Spade	Spade	Nail	DarkGreen	Lock	Hat	Diamond	DarkGray	Diamond	Diamond	Dodecagon	LightYellow	Rabbit
Diamond	LightBlue	UpArrow	LightGreen	UpArrow	DarkYellow	LightRed	Puzzle	Puzzle	LightRed	Hat	Bar	Spade	Spade	Nail	DarkGreen	Lock	Hat	Diamond	DarkGray	Diamond	Diamond	Dodecagon	LightYellow	Rabbit
Diamond	LightBlue	UpArrow	LightGreen	UpArrow	DarkYellow	LightRed	Puzzle	Puzzle	LightRed	Hat	Bar	Spade	Spade	Nail	DarkGreen	Lock	Hat	Diamond	DarkGray	Diamond	Diamond	Dodecagon	LightYellow	Rabbit
Diamond_Choice	LightBlue_Choice	UpArrow_Choice	LightGreen_Choice	UpArrow_Choice	DarkYellow_Choice	LightRed_Choice	Puzzle_Choice	Puzzle_Choice	LightRed_Choice	Hat_Choice	Bar_Choice	Spade_Choice	Spade_Choice	Nail_Choice	DarkGreen_Choice	Lock_Choice	Hat_Choice	Diamond_Choice	DarkGray_Choice	Diamond_Choice	Diamond_Choice	Dodecagon_Choice	LightYellow_Choice	Rabbit_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Rabbit	LightGreen	Sawblade	LightGray	DarkRed	Spike	Hourglass	Hourglass	Hourglass	Spike	DarkGray	LightYellow	Spade	Spade	LightTurquiose	Nail	LightGreen	DarkGray	Lock	DarkGray	DarkGray	DarkGray	Bar	LightPurple	Rabbit
Rabbit	LightGreen	Sawblade	LightGray	DarkRed	Spike	Hourglass	Hourglass	Hourglass	Spike	DarkGray	LightYellow	Spade	Spade	LightTurquiose	Nail	LightGreen	DarkGray	Lock	DarkGray	DarkGray	DarkGray	Bar	LightPurple	Rabbit
