13	14	15	16	17	18	19	20	21	22	4	23	24	25	5	6	7	8	9	10	11	12
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightGreen	DarkTurquiose	DarkGreen	LightGreen	Rabbit	LightPurple	Lock	Bar	DarkRed	UpArrow	LightGreen	UpArrow	UpArrow	DarkRed	LightYellow	Lock	DarkGray	UpArrow	UpArrow	Hourglass	LightBlue	Sawblade
LightGreen	DarkTurquiose	DarkGreen	LightGreen	Rabbit	LightPurple	Lock	Bar	DarkRed	UpArrow	LightGreen	UpArrow	UpArrow	DarkRed	LightYellow	Lock	DarkGray	UpArrow	UpArrow	Hourglass	LightBlue	Sawblade
LightGreen	DarkTurquiose	DarkGreen	LightGreen	Rabbit	LightPurple	Lock	Bar	DarkRed	UpArrow	LightGreen	UpArrow	UpArrow	DarkRed	LightYellow	Lock	DarkGray	UpArrow	UpArrow	Hourglass	LightBlue	Sawblade
LightGreen_Choice	DarkTurquiose_Choice	DarkGreen_Choice	LightGreen_Choice	Rabbit_Choice	LightPurple_Choice	Lock_Choice	Bar_Choice	DarkRed_Choice	UpArrow_Choice	LightGreen_Choice	UpArrow_Choice	UpArrow_Choice	DarkRed_Choice	LightYellow_Choice	Lock_Choice	DarkGray_Choice	UpArrow_Choice	UpArrow_Choice	Hourglass_Choice	LightBlue_Choice	Sawblade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Lock	Sawblade	Sawblade	Sawblade	Sawblade	Sawblade	Sawblade	DarkGreen	DarkGreen	Venn	Hat	LightGray	Spike	Spade	Diamond	DarkGray	Diamond	LightRed	LightTurquiose	Hourglass	Sawblade	Lock
Lock	Sawblade	Sawblade	Sawblade	Sawblade	Sawblade	Sawblade	DarkGreen	DarkGreen	Venn	Hat	LightGray	Spike	Spade	Diamond	DarkGray	Diamond	LightRed	LightTurquiose	Hourglass	Sawblade	Lock
Lock	Sawblade	Sawblade	Sawblade	Sawblade	Sawblade	Sawblade	DarkGreen	DarkGreen	Venn	Hat	LightGray	Spike	Spade	Diamond	DarkGray	Diamond	LightRed	LightTurquiose	Hourglass	Sawblade	Lock
Lock_Choice	Sawblade_Choice	Sawblade_Choice	Sawblade_Choice	Sawblade_Choice	Sawblade_Choice	Sawblade_Choice	DarkGreen_Choice	DarkGreen_Choice	Venn_Choice	Hat_Choice	LightGray_Choice	Spike_Choice	Spade_Choice	Diamond_Choice	DarkGray_Choice	Diamond_Choice	LightRed_Choice	LightTurquiose_Choice	Hourglass_Choice	Sawblade_Choice	Lock_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkTurquiose	Sawblade	Bar	UpArrow	Sawblade	LightBlue	Rabbit	DarkRed	LightGray	DarkRed	DarkGray	DarkRed	Spike	DarkRed	Lock	DarkGray	DarkGray	LightRed	Spade	Spade	LightTurquiose	Sawblade
DarkTurquiose	Sawblade	Bar	UpArrow	Sawblade	LightBlue	Rabbit	DarkRed	LightGray	DarkRed	DarkGray	DarkRed	Spike	DarkRed	Lock	DarkGray	DarkGray	LightRed	Spade	Spade	LightTurquiose	Sawblade
DarkTurquiose	Sawblade	Bar	UpArrow	Sawblade	LightBlue	Rabbit	DarkRed	LightGray	DarkRed	DarkGray	DarkRed	Spike	DarkRed	Lock	DarkGray	DarkGray	LightRed	Spade	Spade	LightTurquiose	Sawblade
DarkTurquiose_Choice	Sawblade_Choice	Bar_Choice	UpArrow_Choice	Sawblade_Choice	LightBlue_Choice	Rabbit_Choice	DarkRed_Choice	LightGray_Choice	DarkRed_Choice	DarkGray_Choice	DarkRed_Choice	Spike_Choice	DarkRed_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	LightRed_Choice	Spade_Choice	Spade_Choice	LightTurquiose_Choice	Sawblade_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGreen	Dodecagon	Sawblade	Rabbit	LightPurple	Rabbit	Lock	DarkRed	Bar	Venn	LightYellow	LightGray	UpArrow	UpArrow	Diamond	Hat	DarkGreen	DarkRed	Hourglass	LightRed	LightBlue	DarkGreen
DarkGreen	Dodecagon	Sawblade	Rabbit	LightPurple	Rabbit	Lock	DarkRed	Bar	Venn	LightYellow	LightGray	UpArrow	UpArrow	Diamond	Hat	DarkGreen	DarkRed	Hourglass	LightRed	LightBlue	DarkGreen
DarkGreen	Dodecagon	Sawblade	Rabbit	LightPurple	Rabbit	Lock	DarkRed	Bar	Venn	LightYellow	LightGray	UpArrow	UpArrow	Diamond	Hat	DarkGreen	DarkRed	Hourglass	LightRed	LightBlue	DarkGreen
DarkGreen_Choice	Dodecagon_Choice	Sawblade_Choice	Rabbit_Choice	LightPurple_Choice	Rabbit_Choice	Lock_Choice	DarkRed_Choice	Bar_Choice	Venn_Choice	LightYellow_Choice	LightGray_Choice	UpArrow_Choice	UpArrow_Choice	Diamond_Choice	Hat_Choice	DarkGreen_Choice	DarkRed_Choice	Hourglass_Choice	LightRed_Choice	LightBlue_Choice	DarkGreen_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
