,roi,identity_mean,identity_std,cross_mean,cross_std
0,mid_object,0.3311791383219954,0.01744669197718661,0.20391493055555557,0.012456700057647535
1,ant_object,0.2667800453514739,0.012404996048551883,0.20535590277777777,0.014305310622734636
2,lh_post_face,0.26326530612244897,0.013795907931435116,0.24348090277777779,0.014317441609280149
3,V4v_color,0.43871882086167807,0.01875200844339466,0.24400173611111114,0.016696251501819158
4,mid_face,0.2764172335600907,0.010609240422031369,0.1958940972222222,0.011204209983276113
5,ant_color,0.2515873015873015,0.01421037977616718,0.19495659722222225,0.018527850251164893
6,V4d_color,0.3871882086167801,0.022187197628980186,0.2451822916666667,0.014683320733713376
7,mid_color,0.2816326530612245,0.013975503905264391,0.23515625,0.017660739077531847
8,post_color,0.36587301587301585,0.013183654748435795,0.2522743055555556,0.014343251558084299
9,ant_face,0.2620181405895692,0.013703820438017123,0.21762152777777777,0.017692709951727486
10,post_object,0.3167233560090703,0.01235398519177194,0.2399392361111111,0.01750982099794879
