13	14	15	16	17	18	19	20	21	22	4	23	24	25	26	27	28	29	30	31	32	5	33	34	35	36	37	38	6	7	8	9	10	11	12
LightPurple_Choice	DarkBlue_Choice	DarkBlue_Choice	LightYellow_Choice	LightTurquiose_Choice	Diamond_Choice	Rabbit_Choice	Hat_Choice	DarkGray_Choice	Bar_Choice	DarkGray_Choice	LightTurquiose_Choice	Rabbit_Choice	Hat_Choice	DarkGreen_Choice	LightYellow_Choice	LightTurquiose_Choice	LightTurquiose_Choice	LightPurple_Choice	LightYellow_Choice	Nail_Choice	Rabbit_Choice	Nail_Choice	LightYellow_Choice	DarkGray_Choice	LightTurquiose_Choice	Diamond_Choice	Hat_Choice	LightYellow_Choice	DarkGreen_Choice	Nail_Choice	DarkGreen_Choice	LightTurquiose_Choice	DarkRed_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkGray	UpArrow	DarkGreen	Nail	LightYellow	UpArrow	DarkGray	DarkRed	DarkGreen	DarkBlue	LightTurquiose	DarkGray	DarkBlue	UpArrow	DarkRed	Nail	Hat	Diamond	LightPurple	LightPurple	DarkGreen	Nail	Bar	DarkBlue	LightPurple	Diamond	LightYellow	Spade	DarkGray	UpArrow	UpArrow	DarkRed	DarkBlue	LightYellow	LightYellow
DarkGray	UpArrow	DarkGreen	Nail	LightYellow	UpArrow	DarkGray	DarkRed	DarkGreen	DarkBlue	LightTurquiose	DarkGray	DarkBlue	UpArrow	DarkRed	Nail	Hat	Diamond	LightPurple	LightPurple	DarkGreen	Nail	Bar	DarkBlue	LightPurple	Diamond	LightYellow	Spade	DarkGray	UpArrow	UpArrow	DarkRed	DarkBlue	LightYellow	LightYellow
DarkGray	UpArrow	DarkGreen	Nail	LightYellow	UpArrow	DarkGray	DarkRed	DarkGreen	DarkBlue	LightTurquiose	DarkGray	DarkBlue	UpArrow	DarkRed	Nail	Hat	Diamond	LightPurple	LightPurple	DarkGreen	Nail	Bar	DarkBlue	LightPurple	Diamond	LightYellow	Spade	DarkGray	UpArrow	UpArrow	DarkRed	DarkBlue	LightYellow	LightYellow
DarkGray_Choice	UpArrow_Choice	DarkGreen_Choice	Nail_Choice	LightYellow_Choice	UpArrow_Choice	DarkGray_Choice	DarkRed_Choice	DarkGreen_Choice	DarkBlue_Choice	LightTurquiose_Choice	DarkGray_Choice	DarkBlue_Choice	UpArrow_Choice	DarkRed_Choice	Nail_Choice	Hat_Choice	Diamond_Choice	LightPurple_Choice	LightPurple_Choice	DarkGreen_Choice	Nail_Choice	Bar_Choice	DarkBlue_Choice	LightPurple_Choice	Diamond_Choice	LightYellow_Choice	Spade_Choice	DarkGray_Choice	UpArrow_Choice	UpArrow_Choice	DarkRed_Choice	DarkBlue_Choice	LightYellow_Choice	LightYellow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightPurple	LightTurquiose	Diamond	LightTurquiose	DarkGreen	Diamond	DarkBlue	DarkRed	Spade	DarkBlue	Rabbit	LightPurple	LightTurquiose	DarkGray	DarkBlue	Nail	Bar	LightYellow	Nail	Diamond	DarkRed	Bar	DarkGreen	LightTurquiose	DarkRed	LightPurple	DarkGreen	DarkGreen	Diamond	Diamond	LightPurple	LightPurple	DarkBlue	UpArrow	UpArrow
LightPurple	LightTurquiose	Diamond	LightTurquiose	DarkGreen	Diamond	DarkBlue	DarkRed	Spade	DarkBlue	Rabbit	LightPurple	LightTurquiose	DarkGray	DarkBlue	Nail	Bar	LightYellow	Nail	Diamond	DarkRed	Bar	DarkGreen	LightTurquiose	DarkRed	LightPurple	DarkGreen	DarkGreen	Diamond	Diamond	LightPurple	LightPurple	DarkBlue	UpArrow	UpArrow
LightPurple	LightTurquiose	Diamond	LightTurquiose	DarkGreen	Diamond	DarkBlue	DarkRed	Spade	DarkBlue	Rabbit	LightPurple	LightTurquiose	DarkGray	DarkBlue	Nail	Bar	LightYellow	Nail	Diamond	DarkRed	Bar	DarkGreen	LightTurquiose	DarkRed	LightPurple	DarkGreen	DarkGreen	Diamond	Diamond	LightPurple	LightPurple	DarkBlue	UpArrow	UpArrow
LightPurple_Choice	LightTurquiose_Choice	Diamond_Choice	LightTurquiose_Choice	DarkGreen_Choice	Diamond_Choice	DarkBlue_Choice	DarkRed_Choice	Spade_Choice	DarkBlue_Choice	Rabbit_Choice	LightPurple_Choice	LightTurquiose_Choice	DarkGray_Choice	DarkBlue_Choice	Nail_Choice	Bar_Choice	LightYellow_Choice	Nail_Choice	Diamond_Choice	DarkRed_Choice	Bar_Choice	DarkGreen_Choice	LightTurquiose_Choice	DarkRed_Choice	LightPurple_Choice	DarkGreen_Choice	DarkGreen_Choice	Diamond_Choice	Diamond_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice	UpArrow_Choice	UpArrow_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
UpArrow	DarkGray	Rabbit	UpArrow	Hat	Nail	Diamond	Bar	Bar	UpArrow	Rabbit	Spade	Rabbit	LightYellow	DarkRed	LightYellow	DarkGray	DarkRed	Bar	DarkGreen	LightTurquiose	DarkGreen	DarkGray	LightPurple	LightYellow	Spade	UpArrow	Nail	LightYellow	UpArrow	LightTurquiose	Rabbit	Hat	DarkBlue	DarkBlue
UpArrow	DarkGray	Rabbit	UpArrow	Hat	Nail	Diamond	Bar	Bar	UpArrow	Rabbit	Spade	Rabbit	LightYellow	DarkRed	LightYellow	DarkGray	DarkRed	Bar	DarkGreen	LightTurquiose	DarkGreen	DarkGray	LightPurple	LightYellow	Spade	UpArrow	Nail	LightYellow	UpArrow	LightTurquiose	Rabbit	Hat	DarkBlue	DarkBlue
UpArrow	DarkGray	Rabbit	UpArrow	Hat	Nail	Diamond	Bar	Bar	UpArrow	Rabbit	Spade	Rabbit	LightYellow	DarkRed	LightYellow	DarkGray	DarkRed	Bar	DarkGreen	LightTurquiose	DarkGreen	DarkGray	LightPurple	LightYellow	Spade	UpArrow	Nail	LightYellow	UpArrow	LightTurquiose	Rabbit	Hat	DarkBlue	DarkBlue
UpArrow_Choice	DarkGray_Choice	Rabbit_Choice	UpArrow_Choice	Hat_Choice	Nail_Choice	Diamond_Choice	Bar_Choice	Bar_Choice	UpArrow_Choice	Rabbit_Choice	Spade_Choice	Rabbit_Choice	LightYellow_Choice	DarkRed_Choice	LightYellow_Choice	DarkGray_Choice	DarkRed_Choice	Bar_Choice	DarkGreen_Choice	LightTurquiose_Choice	DarkGreen_Choice	DarkGray_Choice	LightPurple_Choice	LightYellow_Choice	Spade_Choice	UpArrow_Choice	Nail_Choice	LightYellow_Choice	UpArrow_Choice	LightTurquiose_Choice	Rabbit_Choice	Hat_Choice	DarkBlue_Choice	DarkBlue_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Hat	Bar	Hat	Bar	LightPurple	DarkGreen	Hat	DarkGreen	Diamond	LightYellow	Spade	DarkGreen	LightYellow	UpArrow	Hat	Spade	Hat	Diamond	Bar	DarkGreen	Rabbit	LightPurple	LightTurquiose	DarkGray	DarkRed	LightPurple	Diamond	Hat	Hat	LightYellow	LightPurple	LightPurple	DarkBlue	LightTurquiose	LightTurquiose
Hat	Bar	Hat	Bar	LightPurple	DarkGreen	Hat	DarkGreen	Diamond	LightYellow	Spade	DarkGreen	LightYellow	UpArrow	Hat	Spade	Hat	Diamond	Bar	DarkGreen	Rabbit	LightPurple	LightTurquiose	DarkGray	DarkRed	LightPurple	Diamond	Hat	Hat	LightYellow	LightPurple	LightPurple	DarkBlue	LightTurquiose	LightTurquiose
Hat	Bar	Hat	Bar	LightPurple	DarkGreen	Hat	DarkGreen	Diamond	LightYellow	Spade	DarkGreen	LightYellow	UpArrow	Hat	Spade	Hat	Diamond	Bar	DarkGreen	Rabbit	LightPurple	LightTurquiose	DarkGray	DarkRed	LightPurple	Diamond	Hat	Hat	LightYellow	LightPurple	LightPurple	DarkBlue	LightTurquiose	LightTurquiose
Hat_Choice	Bar_Choice	Hat_Choice	Bar_Choice	LightPurple_Choice	DarkGreen_Choice	Hat_Choice	DarkGreen_Choice	Diamond_Choice	LightYellow_Choice	Spade_Choice	DarkGreen_Choice	LightYellow_Choice	UpArrow_Choice	Hat_Choice	Spade_Choice	Hat_Choice	Diamond_Choice	Bar_Choice	DarkGreen_Choice	Rabbit_Choice	LightPurple_Choice	LightTurquiose_Choice	DarkGray_Choice	DarkRed_Choice	LightPurple_Choice	Diamond_Choice	Hat_Choice	Hat_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	DarkBlue_Choice	LightTurquiose_Choice	LightTurquiose_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Nail	Bar	DarkGreen	LightTurquiose	Spade	Rabbit	Spade	DarkBlue	Bar	DarkGreen	UpArrow	Diamond	Rabbit	Rabbit	DarkGreen	LightTurquiose	Nail	Diamond	Nail	Bar	LightTurquiose	LightYellow	Spade	Spade	Hat	Rabbit	Spade	Hat	LightYellow	LightPurple	LightPurple	Bar	Spade	DarkRed	DarkRed
Nail	Bar	DarkGreen	LightTurquiose	Spade	Rabbit	Spade	DarkBlue	Bar	DarkGreen	UpArrow	Diamond	Rabbit	Rabbit	DarkGreen	LightTurquiose	Nail	Diamond	Nail	Bar	LightTurquiose	LightYellow	Spade	Spade	Hat	Rabbit	Spade	Hat	LightYellow	LightPurple	LightPurple	Bar	Spade	DarkRed	DarkRed
Nail	Bar	DarkGreen	LightTurquiose	Spade	Rabbit	Spade	DarkBlue	Bar	DarkGreen	UpArrow	Diamond	Rabbit	Rabbit	DarkGreen	LightTurquiose	Nail	Diamond	Nail	Bar	LightTurquiose	LightYellow	Spade	Spade	Hat	Rabbit	Spade	Hat	LightYellow	LightPurple	LightPurple	Bar	Spade	DarkRed	DarkRed
Nail_Choice	Bar_Choice	DarkGreen_Choice	LightTurquiose_Choice	Spade_Choice	Rabbit_Choice	Spade_Choice	DarkBlue_Choice	Bar_Choice	DarkGreen_Choice	UpArrow_Choice	Diamond_Choice	Rabbit_Choice	Rabbit_Choice	DarkGreen_Choice	LightTurquiose_Choice	Nail_Choice	Diamond_Choice	Nail_Choice	Bar_Choice	LightTurquiose_Choice	LightYellow_Choice	Spade_Choice	Spade_Choice	Hat_Choice	Rabbit_Choice	Spade_Choice	Hat_Choice	LightYellow_Choice	LightPurple_Choice	LightPurple_Choice	Bar_Choice	Spade_Choice	DarkRed_Choice	DarkRed_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
