18	19	20	21	22	23	24	25	26	27	4	28	29	30	31	32	33	34	35	36	37	10	38	39	11	12	13	14	15	16	17
DarkTurquiose	LightBlue	Dodecagon	Hourglass	Hat	Hat	DarkGray	DarkYellow	Hourglass	Nail	LightYellow	LightTurquiose	LightTurquiose	Spade	DarkRed	Venn	UpArrow	DarkRed	DarkGray	Hat	DarkPurple	LightYellow	Puzzle	Puzzle	Lock	Bar	Bar	Lock	Puzzle	LightGreen	DarkPurple
DarkTurquiose	LightBlue	Dodecagon	Hourglass	Hat	Hat	DarkGray	DarkYellow	Hourglass	Nail	LightYellow	LightTurquiose	LightTurquiose	Spade	DarkRed	Venn	UpArrow	DarkRed	DarkGray	Hat	DarkPurple	LightYellow	Puzzle	Puzzle	Lock	Bar	Bar	Lock	Puzzle	LightGreen	DarkPurple
DarkTurquiose	LightBlue	Dodecagon	Hourglass	Hat	Hat	DarkGray	DarkYellow	Hourglass	Nail	LightYellow	LightTurquiose	LightTurquiose	Spade	DarkRed	Venn	UpArrow	DarkRed	DarkGray	Hat	DarkPurple	LightYellow	Puzzle	Puzzle	Lock	Bar	Bar	Lock	Puzzle	LightGreen	DarkPurple
DarkTurquiose_Choice	LightBlue_Choice	Dodecagon_Choice	Hourglass_Choice	Hat_Choice	Hat_Choice	DarkGray_Choice	DarkYellow_Choice	Hourglass_Choice	Nail_Choice	LightYellow_Choice	LightTurquiose_Choice	LightTurquiose_Choice	Spade_Choice	DarkRed_Choice	Venn_Choice	UpArrow_Choice	DarkRed_Choice	DarkGray_Choice	Hat_Choice	DarkPurple_Choice	LightYellow_Choice	Puzzle_Choice	Puzzle_Choice	Lock_Choice	Bar_Choice	Bar_Choice	Lock_Choice	Puzzle_Choice	LightGreen_Choice	DarkPurple_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Sawblade	Hourglass	Bar	Bar	DarkRed	Spike	Spike	DarkYellow	DarkBlue	Venn	LightGreen	Spade	Spade	Venn	DarkTurquiose	LightGray	Dodecagon	Venn	DarkRed	DarkPurple	DarkRed	LightGreen	LightBlue	LightBlue	LightYellow	Lock	DarkGray	Dodecagon	LightGreen	Dodecagon	LightPurple
Sawblade	Hourglass	Bar	Bar	DarkRed	Spike	Spike	DarkYellow	DarkBlue	Venn	LightGreen	Spade	Spade	Venn	DarkTurquiose	LightGray	Dodecagon	Venn	DarkRed	DarkPurple	DarkRed	LightGreen	LightBlue	LightBlue	LightYellow	Lock	DarkGray	Dodecagon	LightGreen	Dodecagon	LightPurple
Sawblade	Hourglass	Bar	Bar	DarkRed	Spike	Spike	DarkYellow	DarkBlue	Venn	LightGreen	Spade	Spade	Venn	DarkTurquiose	LightGray	Dodecagon	Venn	DarkRed	DarkPurple	DarkRed	LightGreen	LightBlue	LightBlue	LightYellow	Lock	DarkGray	Dodecagon	LightGreen	Dodecagon	LightPurple
Sawblade_Choice	Hourglass_Choice	Bar_Choice	Bar_Choice	DarkRed_Choice	Spike_Choice	Spike_Choice	DarkYellow_Choice	DarkBlue_Choice	Venn_Choice	LightGreen_Choice	Spade_Choice	Spade_Choice	Venn_Choice	DarkTurquiose_Choice	LightGray_Choice	Dodecagon_Choice	Venn_Choice	DarkRed_Choice	DarkPurple_Choice	DarkRed_Choice	LightGreen_Choice	LightBlue_Choice	LightBlue_Choice	LightYellow_Choice	Lock_Choice	DarkGray_Choice	Dodecagon_Choice	LightGreen_Choice	Dodecagon_Choice	LightPurple_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
LightBlue	DarkTurquiose	Sawblade	Bar	DarkRed	Hat	DarkRed	DarkRed	LightGray	DarkBlue	Hat	LightGray	LightGray	Nail	DarkRed	Dodecagon	LightGray	Dodecagon	DarkRed	DarkPurple	Puzzle	Hat	LightBlue	LightBlue	Diamond	DarkGray	Diamond	DarkTurquiose	LightGreen	Lock	Dodecagon
LightBlue	DarkTurquiose	Sawblade	Bar	DarkRed	Hat	DarkRed	DarkRed	LightGray	DarkBlue	Hat	LightGray	LightGray	Nail	DarkRed	Dodecagon	LightGray	Dodecagon	DarkRed	DarkPurple	Puzzle	Hat	LightBlue	LightBlue	Diamond	DarkGray	Diamond	DarkTurquiose	LightGreen	Lock	Dodecagon
LightBlue	DarkTurquiose	Sawblade	Bar	DarkRed	Hat	DarkRed	DarkRed	LightGray	DarkBlue	Hat	LightGray	LightGray	Nail	DarkRed	Dodecagon	LightGray	Dodecagon	DarkRed	DarkPurple	Puzzle	Hat	LightBlue	LightBlue	Diamond	DarkGray	Diamond	DarkTurquiose	LightGreen	Lock	Dodecagon
LightBlue_Choice	DarkTurquiose_Choice	Sawblade_Choice	Bar_Choice	DarkRed_Choice	Hat_Choice	DarkRed_Choice	DarkRed_Choice	LightGray_Choice	DarkBlue_Choice	Hat_Choice	LightGray_Choice	LightGray_Choice	Nail_Choice	DarkRed_Choice	Dodecagon_Choice	LightGray_Choice	Dodecagon_Choice	DarkRed_Choice	DarkPurple_Choice	Puzzle_Choice	Hat_Choice	LightBlue_Choice	LightBlue_Choice	Diamond_Choice	DarkGray_Choice	Diamond_Choice	DarkTurquiose_Choice	LightGreen_Choice	Lock_Choice	Dodecagon_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Dodecagon	Bar	Sawblade	LightRed	LightGray	Hat	UpArrow	DarkGray	Nail	Venn	DarkGray	DarkBlue	DarkBlue	Spade	LightTurquiose	UpArrow	Venn	Spade	LightBlue	UpArrow	DarkRed	DarkGray	UpArrow	UpArrow	Lock	DarkGray	DarkGray	DarkPurple	LightPurple	DarkTurquiose	Dodecagon
Dodecagon	Bar	Sawblade	LightRed	LightGray	Hat	UpArrow	DarkGray	Nail	Venn	DarkGray	DarkBlue	DarkBlue	Spade	LightTurquiose	UpArrow	Venn	Spade	LightBlue	UpArrow	DarkRed	DarkGray	UpArrow	UpArrow	Lock	DarkGray	DarkGray	DarkPurple	LightPurple	DarkTurquiose	Dodecagon
Dodecagon	Bar	Sawblade	LightRed	LightGray	Hat	UpArrow	DarkGray	Nail	Venn	DarkGray	DarkBlue	DarkBlue	Spade	LightTurquiose	UpArrow	Venn	Spade	LightBlue	UpArrow	DarkRed	DarkGray	UpArrow	UpArrow	Lock	DarkGray	DarkGray	DarkPurple	LightPurple	DarkTurquiose	Dodecagon
Dodecagon_Choice	Bar_Choice	Sawblade_Choice	LightRed_Choice	LightGray_Choice	Hat_Choice	UpArrow_Choice	DarkGray_Choice	Nail_Choice	Venn_Choice	DarkGray_Choice	DarkBlue_Choice	DarkBlue_Choice	Spade_Choice	LightTurquiose_Choice	UpArrow_Choice	Venn_Choice	Spade_Choice	LightBlue_Choice	UpArrow_Choice	DarkRed_Choice	DarkGray_Choice	UpArrow_Choice	UpArrow_Choice	Lock_Choice	DarkGray_Choice	DarkGray_Choice	DarkPurple_Choice	LightPurple_Choice	DarkTurquiose_Choice	Dodecagon_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
DarkTurquiose	LightBlue	LightRed	LightRed	Venn	LightGray	Hat	Hat	LightTurquiose	LightRed	LightYellow	Spade	Spade	Nail	Venn	UpArrow	DarkTurquiose	Venn	Puzzle	UpArrow	Hat	LightYellow	DarkGray	DarkGray	Diamond	Hat	DarkGreen	LightGreen	LightGreen	Lock	DarkPurple
DarkTurquiose	LightBlue	LightRed	LightRed	Venn	LightGray	Hat	Hat	LightTurquiose	LightRed	LightYellow	Spade	Spade	Nail	Venn	UpArrow	DarkTurquiose	Venn	Puzzle	UpArrow	Hat	LightYellow	DarkGray	DarkGray	Diamond	Hat	DarkGreen	LightGreen	LightGreen	Lock	DarkPurple
DarkTurquiose	LightBlue	LightRed	LightRed	Venn	LightGray	Hat	Hat	LightTurquiose	LightRed	LightYellow	Spade	Spade	Nail	Venn	UpArrow	DarkTurquiose	Venn	Puzzle	UpArrow	Hat	LightYellow	DarkGray	DarkGray	Diamond	Hat	DarkGreen	LightGreen	LightGreen	Lock	DarkPurple
DarkTurquiose_Choice	LightBlue_Choice	LightRed_Choice	LightRed_Choice	Venn_Choice	LightGray_Choice	Hat_Choice	Hat_Choice	LightTurquiose_Choice	LightRed_Choice	LightYellow_Choice	Spade_Choice	Spade_Choice	Nail_Choice	Venn_Choice	UpArrow_Choice	DarkTurquiose_Choice	Venn_Choice	Puzzle_Choice	UpArrow_Choice	Hat_Choice	LightYellow_Choice	DarkGray_Choice	DarkGray_Choice	Diamond_Choice	Hat_Choice	DarkGreen_Choice	LightGreen_Choice	LightGreen_Choice	Lock_Choice	DarkPurple_Choice
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background	Background
